ticker_id,n_ticks,duration_sec,entry_bid,entry_ask,final_bid,final_ask
KXATPMATCH-26MAR20VUKJOD-VUK,49624,3337,22,27,1,2
KXATPMATCH-26MAR23TABMIC-MIC,43638,2337,60,62,98,99
KXATPMATCH-26MAR23TABMIC-TAB,47382,2336,38,40,1,2
KXATPMATCH-26MAR24LEHFRI-FRI,100000,8504,65,66,1,4
KXATPMATCH-26MAR26CERZVE-CER,26840,3324,27,28,1,2
KXATPMATCH-26MAR27LEHFIL-FIL,72681,4465,59,60,1,2
KXATPMATCH-26MAR27LEHFIL-LEH,66970,4462,40,41,98,99
KXATPMATCH-26MAR28BLAOLI-BLA,100000,40753,64,65,89,99
KXATPMATCH-26MAR28DRAKRU-DRA,100000,9244,63,64,98,99
KXATPMATCH-26MAR28DRAKRU-KRU,100000,9292,38,39,1,2
KXATPMATCH-26MAR29BOIMOL-BOI,71408,5994,25,26,1,2
KXATPMATCH-26MAR29CERMAJ-CER,100000,44392,40,41,1,2
KXATPMATCH-26MAR29DAMNAK-DAM,100000,5455,24,25,1,2
KXATPMATCH-26MAR29DEJHAN-HAN,100000,143326,67,74,93,99
KXATPMATCH-26MAR29DRAGAL-DRA,100000,9691,63,64,97,99
KXATPMATCH-26MAR29DRAGAL-GAL,100000,10289,38,39,1,3
KXATPMATCH-26MAR29MAEVAN-VAN,37527,3446,69,70,98,99
KXATPMATCH-26MAR29MCDBRO-BRO,100000,131286,68,69,1,2
KXATPMATCH-26MAR29MCDBRO-MCD,100000,4706,22,25,98,99
KXATPMATCH-26MAR29OCONAV-NAV,96612,116218,68,77,93,99
KXATPMATCH-26MAR29OCONAV-OCO,96856,86975,26,27,1,9
KXATPMATCH-26MAR29PELSKA-PEL,73843,37862,63,66,1,2
KXATPMATCH-26MAR29PELSKA-SKA,50842,6682,39,40,97,99
KXATPMATCH-26MAR29TSESAK-SAK,99261,5339,38,44,98,99
KXATPMATCH-26MAR29TSESAK-TSE,100000,5550,64,65,1,2
KXATPMATCH-26MAR29VANGAS-VAN,100000,127057,62,63,88,99
KXATPMATCH-26MAR30MERSCH-MER,50296,3315,63,68,98,99
KXATPMATCH-26MAR30TRUSAK-TRU,87273,7378,60,65,94,99
KXATPMATCH-26MAR31JODLAJ-LAJ,100000,4355,40,42,1,2
KXATPMATCH-26MAR31MOLARN-ARN,52819,5654,63,64,1,2
KXATPMATCH-26MAR31MOLARN-MOL,52862,6992,37,41,98,99
KXATPMATCH-26MAR31SKAUGO-SKA,100000,24707,27,28,1,6
KXATPMATCH-26MAR31SKAUGO-UGO,100000,9908,73,77,93,99
KXWTACHALLENGERMATCH-26APR07SEMPIG-PIG,100000,7121,36,39,95,99
KXWTACHALLENGERMATCH-26APR07SEMPIG-SEM,100000,7122,59,64,1,4
KXWTACHALLENGERMATCH-26APR10AVAMIN-MIN,100000,5318,42,43,95,99
KXWTACHALLENGERMATCH-26APR12PIGBAS-BAS,58628,5682,38,40,1,2
KXWTACHALLENGERMATCH-26APR12PIGBAS-PIG,64549,5690,60,61,98,99
KXWTACHALLENGERMATCH-26MAR27SHEROM-ROM,100000,8461,36,38,1,4
KXWTAMATCH-26APR01ANDKEN-AND,100000,39794,56,57,2,7
KXWTAMATCH-26APR01ANDKEN-KEN,100000,5809,36,37,94,99
KXWTAMATCH-26APR01KAWMAR-KAW,87213,4437,69,72,98,99
KXWTAMATCH-26APR01KAWMAR-MAR,83214,4461,30,32,1,2
KXWTAMATCH-26APR01MARARA-MAR,100000,6227,44,45,1,3
KXWTAMATCH-26APR01OSOORT-ORT,100000,123841,15,19,85,99
KXWTAMATCH-26APR01PAPSEM-PAP,100000,5993,22,24,1,4
KXWTAMATCH-26APR01STAGOR-STA,100000,7130,80,83,98,99
KXWTAMATCH-26APR02BADKAL-KAL,92103,4419,43,46,98,99
KXWTAMATCH-26APR02BOUVAN-BOU,100000,2547,69,71,98,99
KXWTAMATCH-26APR03UDVKAW-UDV,100000,5260,39,41,98,99
KXWTAMATCH-26APR04BOUORT-BOU,100000,6426,79,81,98,99
KXWTAMATCH-26APR04BOUORT-ORT,100000,6435,17,20,1,2
KXWTAMATCH-26APR04KEYSTA-KEY,100000,4403,82,83,1,2
KXWTAMATCH-26APR04KEYSTA-STA,100000,4378,18,19,96,97
KXWTAMATCH-26APR05JIMSHY-JIM,89272,6435,68,69,1,5
KXWTAMATCH-26APR05JIMSHY-SHY,89350,6395,31,32,94,99
KXWTAMATCH-26APR05KORNIE-KOR,51758,7323,71,72,98,99
KXWTAMATCH-26APR05PEGSTA-PEG,40239,3020,76,77,98,99
KXWTAMATCH-26APR05PEGSTA-STA,46045,3032,24,25,1,2
KXWTAMATCH-26APR05SASFRU-FRU,40171,2631,32,34,1,2
KXWTAMATCH-26APR05SASFRU-SAS,36838,2631,66,68,98,99
KXWTAMATCH-26APR06KRACIR-KRA,100000,119553,21,25,1,2
KXWTAMATCH-26APR06PARGAL-GAL,92625,5759,67,68,96,99
KXWTAMATCH-26APR06SASKAL-SAS,87019,4211,41,42,98,99
KXWTAMATCH-26APR06STEMAR-STE,100000,9748,61,62,90,99
KXWTAMATCH-26APR06VOLSAL-SAL,100000,7327,25,27,1,7
KXWTAMATCH-26APR07CRIKOR-CRI,100000,8106,65,68,1,2
KXWTAMATCH-26APR08GALCIR-GAL,51937,20072,26,27,1,2
KXWTAMATCH-26APR09KORPOT-KOR,100000,39318,15,36,1,2
KXWTAMATCH-26APR09OSTRUS-OST,100000,110844,66,68,2,3
KXWTAMATCH-26APR09OSTRUS-RUS,100000,110850,30,35,96,99
KXWTAMATCH-26APR09PLIALE-PLI,97936,3555,26,27,96,99
KXWTAMATCH-26APR09TAGSAM-TAG,100000,7332,56,57,92,99
KXWTAMATCH-26APR11SHYMAR-MAR,52207,4239,15,17,1,2
KXWTAMATCH-26APR11SHYMAR-SHY,44377,4235,86,87,98,99
KXWTAMATCH-26APR12SALPOD-POD,44410,3053,35,36,98,99
KXWTAMATCH-26APR12SALPOD-SAL,41738,3026,62,67,1,2
KXWTAMATCH-26APR12SONFRI-SON,58625,3969,70,73,98,99
KXWTAMATCH-26APR12WANTAN-TAN,100000,6315,25,28,1,2
KXWTAMATCH-26APR12WANTAN-WAN,100000,6391,72,73,98,99
KXWTAMATCH-26APR12ZVOKNU-KNU,92250,5221,21,22,98,99
KXWTAMATCH-26APR13BAPPON-BAP,100000,7659,86,87,98,99
KXWTAMATCH-26APR13BLIPOT-BLI,78182,33205,23,27,23,50
KXWTAMATCH-26APR13EALFER-EAL,65185,5255,40,42,1,4
KXWTAMATCH-26APR13FERCIR-FER,100000,192974,17,21,1,2
KXWTAMATCH-26APR13LYSBAD-BAD,100000,8130,72,73,1,5
KXWTAMATCH-26APR13MUCSAS-MUC,75507,116459,78,86,98,99
KXWTAMATCH-26APR13MUCSAS-SAS,78015,104019,24,25,1,2
KXWTAMATCH-26APR13RAKCRI-CRI,100000,9811,85,86,98,99
KXWTAMATCH-26APR13RAKCRI-RAK,100000,10037,17,18,1,5
KXWTAMATCH-26APR13TIMBOU-BOU,100000,29949,68,69,98,99
KXWTAMATCH-26APR13TJEBON-BON,2857,36776,66,67,61,66
KXWTAMATCH-26APR13TJEBON-TJE,4662,37045,32,33,34,39
KXWTAMATCH-26MAR19ANITOM-ANI,2212,5097,85,86,83,85
KXWTAMATCH-26MAR19ANITOM-TOM,3752,4522,15,16,15,17
KXWTAMATCH-26MAR19BOUTAU-BOU,818,10458,35,36,35,36
KXWTAMATCH-26MAR19BOUTAU-TAU,1859,1763,65,66,65,66
KXWTAMATCH-26MAR19NOSCIR-NOS,98617,4366,55,56,55,59
KXWTAMATCH-26MAR19SONBEN-SON,63265,4346,20,23,26,28
KXWTAMATCH-26MAR20ALETAG-ALE,392,5059,68,69,68,70
KXWTAMATCH-26MAR20ALETAG-TAG,374,7691,30,32,30,32
KXWTAMATCH-26MAR20FERSEL-FER,100000,8375,68,69,98,99
KXWTAMATCH-26MAR20JOVBAD-JOV,37651,4096,62,65,98,99
KXWTAMATCH-26MAR20KALZAK-KAL,100000,17828,68,71,87,90
KXWTAMATCH-26MAR20OSTYAS-YAS,1355,2441,40,42,40,41
KXWTAMATCH-26MAR20STABUC-BUC,2588,4934,60,63,62,63
KXWTAMATCH-26MAR20TOWPAO-PAO,8699,49468,59,65,56,57
KXWTAMATCH-26MAR20TOWPAO-TOW,1103,1158,44,45,44,45
KXWTAMATCH-26MAR23ANIBEN-BEN,56807,4523,39,41,98,99
KXWTAMATCH-26MAR25RYBPEG-RYB,100000,8057,66,67,95,99
KXWTAMATCH-26MAR28AVASAI-SAI,100000,5591,26,28,1,2
KXWTAMATCH-26MAR28BASHER-BAS,100000,17572,65,68,98,99
KXWTAMATCH-26MAR28BASHER-HER,100000,17652,32,33,1,2
KXWTAMATCH-26MAR28GIADAY-DAY,24085,3500,81,82,97,99
KXWTAMATCH-26MAR28GIADAY-GIA,30985,3390,18,19,1,2
KXWTAMATCH-26MAR28LEAOKT-LEA,100000,5771,21,24,1,2
KXWTAMATCH-26MAR28LEAOKT-OKT,100000,5772,75,79,94,99
KXWTAMATCH-26MAR28PIGZAV-PIG,100000,20044,34,36,1,4
KXWTAMATCH-26MAR28PIGZAV-ZAV,100000,19884,64,65,98,99
KXWTAMATCH-26MAR28VEDITO-ITO,72910,3437,33,38,1,2
KXWTAMATCH-26MAR28VIDJOK-JOK,100000,24719,15,16,1,3
KXWTAMATCH-26MAR28VIDJOK-VID,93577,24828,85,86,98,99
KXWTAMATCH-26MAR28YUARIN-RIN,100000,41543,35,36,2,5
KXWTAMATCH-26MAR28YUARIN-YUA,100000,7560,72,73,97,99
KXWTAMATCH-26MAR29AKLTOM-AKL,100000,6704,26,27,1,2
KXWTAMATCH-26MAR29KUDVED-VED,47613,3902,23,25,1,2
KXWTAMATCH-26MAR29VIDSTO-STO,100000,42512,35,38,98,99
KXWTAMATCH-26MAR29ZAVJAN-ZAV,100000,14165,69,75,1,3
KXWTAMATCH-26MAR30ARACAR-ARA,100000,6721,65,66,98,99
KXWTAMATCH-26MAR30ARACAR-CAR,100000,6917,34,37,1,2
KXWTAMATCH-26MAR30MONKAW-KAW,35401,2291,68,71,98,99
KXWTAMATCH-26MAR30MONKAW-MON,45181,29251,31,33,1,2
KXWTAMATCH-26MAR30PARSTO-PAR,100000,7282,55,57,98,99
KXWTAMATCH-26MAR30PARSTO-STO,100000,7253,43,44,1,2
KXWTAMATCH-26MAR30SEMSEI-SEI,63032,12003,55,56,1,2
KXWTAMATCH-26MAR30SEMSEI-SEM,66302,11994,44,45,98,99
KXWTAMATCH-26MAR30SHESTE-SHE,41,511,32,34,15,59
KXWTAMATCH-26MAR30SHESTE-STE,619,2099,67,69,61,67
KXWTAMATCH-26MAR30STEZAR-STE,70958,3537,44,45,1,3
KXWTAMATCH-26MAR30TIKPAP-PAP,93834,4771,54,58,98,99
KXWTAMATCH-26MAR30TIKPAP-TIK,93743,4837,43,44,1,2
KXWTAMATCH-26MAR30VANCOS-COS,100000,9493,31,32,1,2
KXWTAMATCH-26MAR30VANCOS-VAN,100000,9483,65,69,98,99
KXWTAMATCH-26MAR31BAPZAR-BAP,100000,144827,69,72,1,3
KXWTAMATCH-26MAR31BAPZAR-ZAR,100000,142357,26,28,74,99
KXWTAMATCH-26MAR31KARLEP-KAR,100000,6909,36,38,1,2
KXWTAMATCH-26MAR31KARLEP-LEP,100000,6909,62,64,97,99
KXWTAMATCH-26MAR31SHEYUA-YUA,100000,11758,42,43,60,99
