cell,ticker,entry_mid,entry_bid,side,last_mid,exit_c,target,scalp_phase,theta_pregame,theta_early,gamma_excursion_pct,vega,pregame_min,total_min,n_snapshots
ATP_CHALL_underdog_25-29,KXATPCHALLENGERMATCH-26APR21HARPUR-PUR,26.5,24,loser,1.5,18,42,none,-0.1727,,,7.8,145,61,13
ATP_CHALL_underdog_25-29,KXATPCHALLENGERMATCH-26APR24KWONHSU-HSU,28.0,26,loser,1.5,18,44,none,-0.0300,,,5.2,883,787,157
ATP_CHALL_underdog_25-29,KXATPCHALLENGERMATCH-26APR24SKAGHI-GHI,27.5,17,loser,1.5,18,35,none,-0.0294,,,5.2,885,859,170
ATP_CHALL_underdog_30-34,KXATPCHALLENGERMATCH-26APR21BAXSIN-SIN,32.5,32,loser,6.5,7,39,mid_match,-0.0468,0.1000,101.5,6.7,470,547,108
ATP_CHALL_underdog_30-34,KXATPCHALLENGERMATCH-26APR21SIMKWON-SIM,34.0,33,loser,1.5,7,40,none,-0.0046,-0.0167,105.9,3.4,865,2274,445
ATP_CHALL_underdog_30-34,KXATPCHALLENGERMATCH-26APR21WOLFAU-FAU,32.5,32,loser,2.5,7,39,none,-0.0070,-0.0833,93.8,8.7,215,340,67
ATP_CHALL_underdog_30-34,KXATPCHALLENGERMATCH-26APR22SVRBER-BER,30.0,25,loser,4.0,7,32,late_match,-0.0056,0.0167,171.7,3.9,887,2047,399
ATP_CHALL_underdog_30-34,KXATPCHALLENGERMATCH-26APR23GIUALK-GIU,32.0,30,loser,2.5,7,37,pregame,-0.0384,,,6.3,768,757,139
ATP_CHALL_underdog_30-34,KXATPCHALLENGERMATCH-26APR24SVRCRE-CRE,32.5,22,loser,1.5,7,29,pregame,-0.0350,,,5.5,887,776,155
ATP_CHALL_underdog_30-34,KXATPCHALLENGERMATCH-26APR26SVRGUE-GUE,31.5,30,winner,96.0,7,37,pregame,0.0731,,,9.1,882,852,163
ATP_CHALL_underdog_30-34,KXATPCHALLENGERMATCH-26APR27MASDEL-DEL,31.5,21,loser,4.0,7,28,pregame,-0.0311,,,5.7,885,812,158
ATP_CHALL_underdog_30-34,KXATPCHALLENGERMATCH-26APR28SKADRO-SKA,31.0,28,loser,2.0,7,35,none,-0.0328,,,4.4,885,804,141
ATP_CHALL_underdog_35-39,KXATPCHALLENGERMATCH-26APR20GIUFEN-FEN,35.5,35,loser,2.5,33,68,none,-0.1016,,,8.9,325,66,14
ATP_CHALL_underdog_35-39,KXATPCHALLENGERMATCH-26APR21NEUBEN-NEU,38.0,36,loser,2.0,33,69,none,-0.1386,,,6.5,260,152,31
ATP_CHALL_underdog_35-39,KXATPCHALLENGERMATCH-26APR28SVRGIL-GIL,37.0,32,loser,4.5,33,65,none,-0.0370,,,7.0,879,870,157
ATP_CHALL_underdog_35-39,KXATPCHALLENGERMATCH-26APR28TOPKRU-TOP,39.5,29,loser,4.5,33,62,none,0.0000,-1.1333,86.1,7.1,883,895,159
ATP_CHALL_underdog_40-44,KXATPCHALLENGERMATCH-26APR21GUEKEN-KEN,43.5,42,winner,98.5,27,69,pregame,0.2561,,,17.9,215,187,38
ATP_CHALL_underdog_40-44,KXATPCHALLENGERMATCH-26APR21RYBFEL-RYB,42.0,41,loser,3.5,27,68,none,0.0419,-0.8167,91.7,11.4,215,257,52
ATP_CHALL_underdog_40-44,KXATPCHALLENGERMATCH-26APR22ATLNED-ATL,44.5,4,loser,4.5,27,31,pregame,-0.0450,,,5.3,888,835,165
ATP_CHALL_underdog_40-44,KXATPCHALLENGERMATCH-26APR22ATLNED-NED,44.5,4,winner,95.5,27,31,pregame,0.0574,,,5.9,888,835,165
ATP_CHALL_underdog_40-44,KXATPCHALLENGERMATCH-26APR22GALHOL-GAL,44.5,4,loser,2.5,27,31,pregame,-0.0473,,,9.7,888,790,153
ATP_CHALL_underdog_40-44,KXATPCHALLENGERMATCH-26APR22GALHOL-HOL,44.5,4,winner,97.5,27,31,pregame,0.0597,,,9.7,888,790,153
ATP_CHALL_underdog_40-44,KXATPCHALLENGERMATCH-26APR22KUKRIE-KUK,44.5,4,loser,1.5,27,31,pregame,-0.0485,,,4.1,888,851,165
ATP_CHALL_underdog_40-44,KXATPCHALLENGERMATCH-26APR22KUKRIE-RIE,44.5,4,winner,96.0,27,31,pregame,0.0580,,,3.9,888,846,164
ATP_CHALL_underdog_40-44,KXATPCHALLENGERMATCH-26APR22SAISAK-SAI,43.0,1,loser,10.0,27,28,pregame,-0.0011,-0.0333,112.8,5.3,887,1064,210
ATP_CHALL_underdog_40-44,KXATPCHALLENGERMATCH-26APR22SAISAK-SAK,43.0,1,winner,90.5,27,28,pregame,0.0169,0.0500,111.6,5.5,887,1064,210
ATP_CHALL_underdog_40-44,KXATPCHALLENGERMATCH-26APR23ANDMAY-AND,44.5,4,winner,97.0,27,31,pregame,0.0495,0.8500,57.3,6.5,888,913,169
ATP_CHALL_underdog_40-44,KXATPCHALLENGERMATCH-26APR23BLANED-BLA,44.5,4,loser,2.0,27,31,pregame,-0.0479,,,9.5,887,854,165
ATP_CHALL_underdog_40-44,KXATPCHALLENGERMATCH-26APR23BLANED-NED,44.5,4,winner,96.5,27,31,pregame,0.0586,,,9.4,887,849,164
ATP_CHALL_underdog_40-44,KXATPCHALLENGERMATCH-26APR23DJEVAV-VAV,43.5,33,winner,90.0,27,60,pregame,0.0526,,,10.8,884,809,157
ATP_CHALL_underdog_40-44,KXATPCHALLENGERMATCH-26APR23FOMWIS-FOM,44.5,4,winner,95.5,27,31,pregame,0.0192,-1.2000,171.9,8.7,887,1002,193
ATP_CHALL_underdog_40-44,KXATPCHALLENGERMATCH-26APR23FOMWIS-WIS,44.5,4,loser,5.0,27,31,pregame,-0.0062,1.1833,173.0,8.4,887,1002,193
ATP_CHALL_underdog_40-44,KXATPCHALLENGERMATCH-26APR23GUEFER-FER,44.5,4,loser,4.0,27,31,pregame,-0.0456,,,9.9,887,864,169
ATP_CHALL_underdog_40-44,KXATPCHALLENGERMATCH-26APR23GUEFER-GUE,44.5,4,winner,96.0,27,31,pregame,0.0580,,,9.7,887,864,169
ATP_CHALL_underdog_40-44,KXATPCHALLENGERMATCH-26APR23HAMSTE-HAM,44.5,4,loser,3.5,27,31,pregame,-0.0463,,,5.2,886,826,148
ATP_CHALL_underdog_40-44,KXATPCHALLENGERMATCH-26APR23HAMSTE-STE,44.5,4,winner,96.5,27,31,pregame,0.0587,,,4.7,886,826,148
ATP_CHALL_underdog_40-44,KXATPCHALLENGERMATCH-26APR23HEMKAS-HEM,44.5,4,winner,94.5,27,31,pregame,0.0564,,,9.4,887,803,148
ATP_CHALL_underdog_40-44,KXATPCHALLENGERMATCH-26APR23HEMKAS-KAS,44.5,4,loser,5.5,27,31,pregame,-0.0440,,,8.9,887,803,148
ATP_CHALL_underdog_40-44,KXATPCHALLENGERMATCH-26APR23MARFAT-FAT,44.5,4,loser,1.5,27,31,pregame,-0.0485,,,8.3,887,775,150
ATP_CHALL_underdog_40-44,KXATPCHALLENGERMATCH-26APR23MARFAT-MAR,44.5,4,winner,91.0,27,31,pregame,0.0524,,,7.2,887,770,149
ATP_CHALL_underdog_40-44,KXATPCHALLENGERMATCH-26APR23ONCBOU-BOU,44.5,4,loser,1.5,27,31,pregame,-0.0485,,,4.2,887,777,144
ATP_CHALL_underdog_40-44,KXATPCHALLENGERMATCH-26APR23ONCBOU-ONC,44.5,4,winner,98.5,27,31,pregame,0.0609,,,5.1,887,777,144
ATP_CHALL_underdog_40-44,KXATPCHALLENGERMATCH-26APR24NEDFOM-FOM,44.5,4,winner,95.5,27,31,pregame,0.0574,,,7.1,888,836,166
ATP_CHALL_underdog_40-44,KXATPCHALLENGERMATCH-26APR24NEDFOM-NED,44.5,4,loser,4.0,27,31,pregame,-0.0456,,,7.1,888,836,166
ATP_CHALL_underdog_40-44,KXATPCHALLENGERMATCH-26APR24VAVMAR-VAV,44.5,6,loser,6.0,27,33,pregame,-0.0435,,,9.0,885,858,171
ATP_CHALL_underdog_40-44,KXATPCHALLENGERMATCH-26APR25HAOMOR-HAO,44.5,4,loser,4.5,27,31,pregame,-0.0451,,,17.7,887,766,145
ATP_CHALL_underdog_40-44,KXATPCHALLENGERMATCH-26APR25SVRVAS-VAS,44.5,4,loser,9.5,27,31,pregame,-0.0394,,,6.9,888,861,172
ATP_CHALL_underdog_40-44,KXATPCHALLENGERMATCH-26APR26BOICIZ-BOI,44.5,4,winner,98.5,27,31,pregame,0.0608,,,7.4,888,793,148
ATP_CHALL_underdog_40-44,KXATPCHALLENGERMATCH-26APR26BOICIZ-CIZ,44.5,4,loser,2.0,27,31,pregame,-0.0479,,,15.6,888,793,148
ATP_CHALL_underdog_40-44,KXATPCHALLENGERMATCH-26APR26GOMKUS-GOM,44.5,4,winner,90.5,27,31,pregame,0.0519,,,6.4,886,843,158
ATP_CHALL_underdog_40-44,KXATPCHALLENGERMATCH-26APR26GOMKUS-KUS,44.5,4,loser,2.0,27,31,pregame,-0.0480,,,16.9,886,848,159
ATP_CHALL_underdog_40-44,KXATPCHALLENGERMATCH-26APR26ILACHE-CHE,44.5,4,loser,4.0,27,31,pregame,-0.0457,,,14.3,886,777,145
ATP_CHALL_underdog_40-44,KXATPCHALLENGERMATCH-26APR26KIRMAS-KIR,44.5,4,winner,92.5,27,31,pregame,0.0580,0.3500,23.6,7.5,888,935,174
ATP_CHALL_underdog_40-44,KXATPCHALLENGERMATCH-26APR26KIRMAS-MAS,44.5,4,loser,6.0,27,31,pregame,-0.0468,-0.4167,30.3,8.4,888,935,175
ATP_CHALL_underdog_40-44,KXATPCHALLENGERMATCH-26APR26NICMOE-MOE,44.5,4,loser,3.5,27,31,pregame,-0.0462,,,10.8,888,783,146
ATP_CHALL_underdog_40-44,KXATPCHALLENGERMATCH-26APR26NICMOE-NIC,44.5,4,winner,96.5,27,31,pregame,0.0586,,,9.5,888,783,146
ATP_CHALL_underdog_40-44,KXATPCHALLENGERMATCH-26APR26POSSIN-POS,44.5,4,loser,2.5,27,31,pregame,-0.0474,,,16.2,886,838,157
ATP_CHALL_underdog_40-44,KXATPCHALLENGERMATCH-26APR26POSSIN-SIN,44.5,4,winner,97.5,27,31,pregame,0.0598,,,6.2,886,838,157
ATP_CHALL_underdog_40-44,KXATPCHALLENGERMATCH-26APR26SHAJON-JON,44.5,4,loser,6.0,27,31,pregame,-0.0265,-0.3667,32.6,15.4,886,925,173
ATP_CHALL_underdog_40-44,KXATPCHALLENGERMATCH-26APR26SHAJON-SHA,44.5,4,winner,93.0,27,31,pregame,0.0389,0.3167,28.1,8.0,886,925,173
ATP_CHALL_underdog_40-44,KXATPCHALLENGERMATCH-26APR26TIUREH-REH,44.5,4,winner,98.5,27,31,pregame,0.0563,0.0000,11.2,7.6,888,930,175
ATP_CHALL_underdog_40-44,KXATPCHALLENGERMATCH-26APR26TIUREH-TIU,44.5,4,loser,1.5,27,31,pregame,-0.0445,-0.0167,10.1,15.5,888,935,176
ATP_CHALL_underdog_40-44,KXATPCHALLENGERMATCH-26APR27JOHREC-JOH,44.5,4,winner,95.5,27,31,pregame,0.0602,,0.0,7.3,888,889,172
ATP_CHALL_underdog_40-44,KXATPCHALLENGERMATCH-26APR27JOHREC-REC,44.5,4,loser,5.0,27,31,pregame,-0.0484,,0.0,9.5,888,889,172
ATP_CHALL_underdog_40-44,KXATPCHALLENGERMATCH-26APR27SANBAS-BAS,44.5,4,loser,2.5,27,31,pregame,-0.0473,,,7.8,888,827,160
ATP_CHALL_underdog_40-44,KXATPCHALLENGERMATCH-26APR27SANBAS-SAN,44.5,4,winner,97.0,27,31,pregame,0.0591,,,5.5,888,827,160
ATP_CHALL_underdog_40-44,KXATPCHALLENGERMATCH-26APR28BUTNUR-BUT,44.5,4,winner,98.5,27,31,pregame,0.0608,,,4.2,888,841,144
ATP_CHALL_underdog_40-44,KXATPCHALLENGERMATCH-26APR28BUTNUR-NUR,44.5,4,loser,2.0,27,31,pregame,-0.0479,,,4.5,888,841,144
ATP_CHALL_underdog_40-44,KXATPCHALLENGERMATCH-26APR28DONMEJ-DON,44.5,4,winner,98.5,27,31,pregame,0.0610,,,13.1,885,813,141
ATP_CHALL_underdog_40-44,KXATPCHALLENGERMATCH-26APR28DONMEJ-MEJ,44.5,4,loser,1.5,27,31,pregame,-0.0486,,,13.0,885,813,141
ATP_CHALL_underdog_40-44,KXATPCHALLENGERMATCH-26APR28GULNED-GUL,44.5,4,loser,6.5,27,31,pregame,-0.0429,,,9.7,887,738,126
ATP_CHALL_underdog_40-44,KXATPCHALLENGERMATCH-26APR28GULNED-NED,44.5,4,winner,93.5,27,31,pregame,0.0553,,,6.6,887,738,126
ATP_CHALL_underdog_40-44,KXATPCHALLENGERMATCH-26APR28JORCUK-CUK,44.5,4,loser,1.5,27,31,pregame,-0.0486,,,10.0,885,777,135
ATP_CHALL_underdog_40-44,KXATPCHALLENGERMATCH-26APR28JORCUK-JOR,44.5,4,winner,98.0,27,31,pregame,0.0605,,,5.9,885,772,134
ATP_CHALL_underdog_40-44,KXATPCHALLENGERMATCH-26APR28MAEDAM-DAM,44.5,4,winner,95.0,27,31,pregame,-0.0040,0.6167,160.7,9.8,886,962,173
ATP_CHALL_underdog_40-44,KXATPCHALLENGERMATCH-26APR28MAEDAM-MAE,44.5,4,loser,5.5,27,31,pregame,0.0152,-0.6167,159.6,9.8,886,962,173
ATP_CHALL_underdog_40-44,KXATPCHALLENGERMATCH-26APR28NEUTSE-TSE,40.0,30,loser,4.5,27,57,none,-0.0227,,0.0,5.2,883,885,157
ATP_CHALL_underdog_40-44,KXATPCHALLENGERMATCH-26APR28OMAYEV-OMA,44.5,4,loser,3.0,27,31,pregame,-0.0467,,,8.6,888,839,144
ATP_CHALL_underdog_40-44,KXATPCHALLENGERMATCH-26APR28OMAYEV-YEV,44.5,4,winner,97.0,27,31,pregame,0.0591,,,6.6,888,839,144
ATP_CHALL_underdog_40-44,KXATPCHALLENGERMATCH-26APR28PAVSAC-PAV,44.5,5,loser,7.5,27,32,pregame,0.0079,-1.4167,120.2,6.3,882,905,162
ATP_CHALL_underdog_40-44,KXATPCHALLENGERMATCH-26APR28REHCUE-CUE,44.5,4,loser,2.0,27,31,pregame,-0.0248,-0.4833,34.8,9.2,888,922,159
ATP_CHALL_underdog_40-44,KXATPCHALLENGERMATCH-26APR28REHCUE-REH,44.5,4,winner,98.0,27,31,pregame,0.0349,0.4833,32.6,7.9,888,922,158
ATP_CHALL_underdog_40-44,KXATPCHALLENGERMATCH-26APR28SAKDAL-DAL,44.5,4,loser,3.5,27,31,pregame,-0.0463,,,9.2,885,818,142
ATP_CHALL_underdog_40-44,KXATPCHALLENGERMATCH-26APR28SAKDAL-SAK,44.5,4,winner,97.5,27,31,pregame,0.0599,,,8.5,885,818,142
ATP_CHALL_underdog_40-44,KXATPCHALLENGERMATCH-26APR28SCHCHO-CHO,43.0,38,winner,95.0,27,65,pregame,0.0588,,,11.4,885,860,152
ATP_CHALL_underdog_40-44,KXATPCHALLENGERMATCH-26APR28SEYGOM-GOM,44.5,4,loser,1.5,27,31,pregame,-0.0237,0.2500,98.9,8.9,885,1001,180
ATP_CHALL_underdog_40-44,KXATPCHALLENGERMATCH-26APR28SEYGOM-SEY,44.5,4,winner,98.0,27,31,pregame,0.0362,-0.2833,97.8,7.3,885,1001,180
ATP_CHALL_underdog_40-44,KXATPCHALLENGERMATCH-26APR28STEBAL-BAL,44.5,4,loser,7.5,27,31,pregame,-0.0418,,,12.8,886,714,131
ATP_CHALL_underdog_40-44,KXATPCHALLENGERMATCH-26APR28STEBAL-STE,44.5,4,winner,92.5,27,31,pregame,0.0542,,,6.6,886,714,131
ATP_CHALL_underdog_40-44,KXATPCHALLENGERMATCH-26APR28SVAHUR-HUR,44.5,4,winner,98.0,27,31,pregame,0.0458,-0.0333,39.3,4.9,885,1001,180
ATP_CHALL_underdog_40-44,KXATPCHALLENGERMATCH-26APR28SVAHUR-SVA,44.5,4,loser,1.5,27,31,pregame,-0.0333,0.0167,40.4,4.0,885,1001,180
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR21ANDCRA-CRA,47.0,46,loser,3.0,48,94,none,-0.0211,-0.1333,74.5,11.1,285,391,77
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR21DOSGOM-GOM,45.5,44,loser,4.5,48,92,none,-0.0053,-0.0167,87.9,7.5,285,396,78
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR21GIMVIS-GIM,49.0,48,loser,2.5,48,96,none,0.0011,-0.7667,46.9,8.9,465,492,97
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR22BARBLA-BAR,45.5,6,loser,1.5,48,54,mid_match,-0.0293,0.0000,119.8,6.9,888,1059,209
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR22BARBLA-BLA,45.5,6,winner,98.5,48,54,pregame,0.0411,-0.0500,122.0,7.0,888,1043,206
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR22BICPOU-BIC,45.5,6,winner,95.0,48,54,pregame,0.0559,,,7.0,885,801,159
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR22BICPOU-POU,45.5,6,loser,5.5,48,54,pregame,-0.0452,,,8.7,885,801,159
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR22CADVAS-VAS,47.5,46,winner,92.0,48,94,none,0.0006,0.0167,104.2,6.8,885,1077,214
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR22CREHER-CRE,45.5,6,winner,98.5,48,54,mid_match,0.0051,0.0000,114.3,6.8,884,1099,218
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR22DRAFEL-DRA,49.0,1,loser,5.5,48,49,pregame,0.0152,0.0500,122.4,7.4,889,970,190
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR22DRAFEL-FEL,49.5,2,winner,94.5,48,50,mid_match,-0.0141,-0.0667,120.2,7.3,889,970,190
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR22GAKSEL-GAK,45.5,6,loser,6.5,48,54,pregame,0.0366,-0.8500,156.0,8.1,888,953,188
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR22GAKSEL-SEL,45.5,6,winner,94.5,48,54,pregame,-0.0293,0.8333,162.6,8.3,888,953,188
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR22HAMWEI-HAM,45.5,6,winner,95.5,48,54,pregame,0.0565,,,12.0,885,796,158
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR22HAMWEI-WEI,45.5,6,loser,4.0,48,54,pregame,-0.0469,,,11.4,885,796,158
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR22KENNIS-KEN,45.5,6,winner,93.5,48,54,pregame,0.0542,,,10.6,885,872,173
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR22KOZHAR-HAR,45.5,6,winner,94.5,48,54,pregame,0.0553,,,8.2,886,836,166
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR22KUHKAS-KAS,45.5,6,winner,97.5,48,54,pregame,0.0588,0.0000,0.0,5.7,884,890,175
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR22KUHKAS-KUH,45.5,6,loser,2.5,48,54,none,-0.0486,0.0000,0.0,7.3,884,890,175
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR22LALHEM-HEM,45.5,6,winner,97.5,48,54,pregame,0.0588,,,6.3,884,817,161
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR22LALHEM-LAL,45.5,6,loser,1.5,48,54,none,-0.0498,,,7.3,884,822,163
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR22WOLTAB-TAB,45.5,6,winner,98.5,48,54,pregame,0.0452,0.0000,79.1,9.0,884,964,189
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR22WOLTAB-WOL,45.5,6,loser,1.5,48,54,pregame,-0.0351,-0.0167,79.1,8.7,884,964,189
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR23BICERE-ERE,49.5,48,winner,96.0,48,96,late_match,-0.0130,1.0833,115.2,8.9,768,832,154
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR23GALDOS-DOS,45.5,6,loser,7.5,48,54,pregame,0.0181,-0.9500,114.3,6.7,886,995,185
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR23GALDOS-GAL,45.5,6,winner,93.5,48,54,early_match,-0.0068,0.9000,115.4,6.6,886,995,185
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR23JIAROM-JIA,49.0,1,winner,96.5,48,49,pregame,0.0534,,,6.9,889,819,158
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR23JIAROM-ROM,49.0,1,loser,2.5,48,49,pregame,-0.0523,,,7.7,889,819,159
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR23SELGHI-GHI,45.5,6,winner,95.5,48,54,pregame,0.0345,0.8667,62.6,8.9,884,936,181
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR23SELGHI-SEL,45.5,6,loser,3.5,48,54,none,-0.0102,-0.8333,60.4,7.6,884,936,181
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR24ANDBAS-AND,45.5,6,loser,3.5,48,54,none,-0.0473,,,6.9,888,798,159
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR24ANDBAS-BAS,45.5,6,winner,96.5,48,54,pregame,0.0575,,,6.7,888,798,159
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR24BAXHEM-BAX,45.5,6,loser,3.5,48,54,pregame,-0.0475,,,8.3,884,859,171
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR24BAXHEM-HEM,45.5,6,winner,96.0,48,54,pregame,0.0571,,,9.1,884,859,171
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR24JIAGUE-GUE,45.5,6,winner,93.5,48,54,pregame,0.0542,,,11.7,886,842,168
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR24VASSAK-VAS,45.5,35,winner,98.5,48,83,pregame,0.0598,,,9.4,887,816,163
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR24VAVMAR-MAR,46.0,7,winner,95.5,48,55,pregame,0.0559,,,9.0,885,858,171
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR25CHASTE-CHA,45.5,6,loser,1.5,48,54,pregame,-0.0497,,,6.2,886,776,154
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR25CHASTE-STE,45.5,6,winner,98.5,48,54,pregame,0.0599,,,6.4,886,776,154
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR25GALBAS-BAS,46.0,7,winner,96.5,48,55,pregame,0.0514,0.0667,13.0,8.3,885,924,182
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR25GALBAS-GAL,46.0,7,loser,3.5,48,55,pregame,-0.0424,-0.0667,13.0,8.2,885,924,182
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR25HOLKWON-HOL,45.5,6,loser,1.5,48,54,none,-0.0496,,,4.8,887,802,154
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR25HOLKWON-KWON,45.0,5,winner,98.5,48,53,pregame,0.0603,,,4.9,887,802,154
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR25ONCHEM-HEM,46.0,7,loser,1.5,48,55,none,-0.0503,,,5.9,885,813,160
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR25ONCHEM-ONC,46.0,7,winner,97.5,48,55,pregame,0.0582,,,5.6,885,808,159
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR25TUNWEI-WEI,45.0,5,loser,2.0,48,53,none,-0.0485,,,18.3,887,736,141
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR26ADESCH-ADE,45.5,6,loser,2.5,48,54,none,-0.0485,,,5.6,887,812,156
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR26ADESCH-SCH,45.5,6,winner,96.5,48,54,pregame,0.0575,,,5.7,887,812,155
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR26BANMOL-BAN,45.5,6,loser,1.5,48,54,none,-0.0498,,,6.1,884,883,168
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR26BANMOL-MOL,45.5,6,winner,98.5,48,54,pregame,0.0600,,,5.6,884,883,168
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR26BRUROS-BRU,49.0,1,winner,97.5,48,49,pregame,0.0541,0.0000,8.2,25.8,888,1152,214
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR26BRUROS-ROS,49.0,1,loser,2.5,48,49,pregame,-0.0518,0.0000,7.1,23.5,888,1152,215
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR26BUSSUA-BUS,45.5,6,loser,1.5,48,54,none,-0.0491,0.0000,0.0,7.3,887,904,175
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR26BUSSUA-SUA,45.5,6,winner,98.5,48,54,pregame,0.0587,0.0000,0.0,6.5,887,904,175
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR26CREBER-BER,49.0,1,loser,2.0,48,49,pregame,-0.0529,0.0000,3.1,24.3,888,1066,198
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR26CREBER-CRE,49.0,1,winner,98.5,48,49,pregame,0.0546,0.0000,3.1,24.8,888,1051,196
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR26CUKVRB-CUK,49.0,1,winner,93.5,48,49,pregame,0.0231,1.2833,78.6,9.3,888,904,170
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR26CUKVRB-VRB,49.0,1,loser,6.5,48,49,pregame,-0.0225,-1.2333,75.5,11.0,888,904,170
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR26DAMPIN-DAM,49.0,1,winner,97.0,48,49,pregame,0.0541,,,22.7,888,803,148
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR26GIMHAN-GIM,45.5,6,winner,94.5,48,54,pregame,0.0555,,,5.5,882,837,163
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR26GIMHAN-HAN,45.5,6,loser,1.5,48,54,none,-0.0499,,,6.1,882,842,164
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR26GULWEH-GUL,45.5,6,winner,98.0,48,54,pregame,0.0594,,,5.7,885,854,160
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR26GULWEH-WEH,45.5,6,loser,2.0,48,54,pregame,-0.0492,,,6.6,885,854,160
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR26GUNKRA-GUN,49.0,1,loser,1.5,48,49,pregame,-0.0299,0.0667,46.9,12.4,888,995,188
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR26GUNKRA-KRA,49.0,1,winner,98.0,48,49,pregame,0.0321,-0.0667,45.9,15.8,888,990,187
ATP_CHALL_underdog_45-49,KXATPCHALLENGERMATCH-26APR26HAUDON-DON,49.0,1,winner,98.5,48,49,pregame,0.0558,,,22.6,888,767,143
