cell,ticker,entry_mid,entry_bid,side,last_mid,exit_c,target,scalp_phase,theta_pregame,theta_early,gamma_excursion_pct,vega,pregame_min,total_min,n_snapshots
WTA_MAIN_underdog_45-49,KXWTAMATCH-26APR23LINJOV-LIN,47.0,9,loser,1.5,15,24,pregame,-0.0047,0.0000,80.9,3.8,1612,1898,365
WTA_MAIN_underdog_45-49,KXWTAMATCH-26APR23RUSRYB-RUS,46.5,8,loser,7.5,15,23,pregame,-0.0272,0.0000,110.8,8.4,1470,3016,581
WTA_MAIN_underdog_45-49,KXWTAMATCH-26APR23RUSRYB-RYB,46.5,8,winner,92.5,15,23,pregame,0.0320,0.0000,111.8,8.7,1470,3016,581
WTA_MAIN_underdog_45-49,KXWTAMATCH-26APR23SABSTE-SAB,47.0,10,winner,96.0,15,25,pregame,0.0301,0.0333,28.7,3.8,1612,1779,346
WTA_MAIN_underdog_45-49,KXWTAMATCH-26APR23SABSTE-STE,46.5,8,loser,3.5,15,23,pregame,-0.0254,-0.0333,28.0,2.6,1612,1779,346
WTA_MAIN_underdog_45-49,KXWTAMATCH-26APR23SONBUC-BUC,46.5,8,loser,5.5,15,23,pregame,-0.0061,0.0000,81.7,5.9,1480,2966,571
WTA_MAIN_underdog_45-49,KXWTAMATCH-26APR23SONBUC-SON,46.5,8,winner,94.0,15,23,pregame,0.0115,0.0167,82.8,6.5,1480,2966,571
WTA_MAIN_underdog_45-49,KXWTAMATCH-26APR23SWISNI-SNI,46.5,8,loser,2.5,15,23,pregame,-0.0302,,,3.4,1459,1384,268
WTA_MAIN_underdog_45-49,KXWTAMATCH-26APR23SWISNI-SWI,46.5,8,winner,97.5,15,23,pregame,0.0350,,,11.0,1459,1384,267
WTA_MAIN_underdog_45-49,KXWTAMATCH-26APR24BLISIN-BLI,46.5,8,loser,1.5,15,23,pregame,-0.2518,,,14.2,179,71,14
WTA_MAIN_underdog_45-49,KXWTAMATCH-26APR24BLISIN-SIN,47.0,17,winner,94.5,15,32,pregame,0.2658,,,15.7,179,61,13
WTA_MAIN_underdog_45-49,KXWTAMATCH-26APR24NOSARA-NOS,48.0,10,winner,98.5,15,25,pregame,0.0246,0.0000,25.0,5.8,1608,1714,329
WTA_MAIN_underdog_45-49,KXWTAMATCH-26APR24PEGBOU-PEG,47.5,10,winner,98.5,15,25,pregame,0.0243,0.0000,37.9,5.2,1608,2164,418
WTA_MAIN_underdog_45-49,KXWTAMATCH-26APR25BAPPAO-PAO,46.5,8,loser,1.5,15,23,pregame,0.0084,0.0167,161.3,7.4,1611,1906,379
WTA_MAIN_underdog_45-49,KXWTAMATCH-26APR25CIRGAU-CIR,46.5,8,loser,8.5,15,23,pregame,-0.0205,0.0000,144.1,6.5,1172,2574,499
WTA_MAIN_underdog_45-49,KXWTAMATCH-26APR25CIRGAU-GAU,46.5,8,winner,92.0,15,23,pregame,0.0273,0.0000,145.2,11.0,1172,2574,499
WTA_MAIN_underdog_45-49,KXWTAMATCH-26APR25KALOSA-KAL,46.5,8,loser,1.5,15,23,pregame,-0.0028,0.0000,88.2,5.9,1611,2144,423
WTA_MAIN_underdog_45-49,KXWTAMATCH-26APR25KALOSA-OSA,46.5,8,winner,98.5,15,23,pregame,0.0068,0.0000,88.2,6.2,1611,2144,423
WTA_MAIN_underdog_45-49,KXWTAMATCH-26APR25MERPLI-MER,46.5,8,loser,3.5,15,23,pregame,0.0163,0.0000,204.3,6.7,1410,2938,571
WTA_MAIN_underdog_45-49,KXWTAMATCH-26APR25MERPLI-PLI,46.5,8,winner,96.0,15,23,pregame,-0.0110,0.0000,194.6,5.0,1410,2938,570
WTA_MAIN_underdog_45-49,KXWTAMATCH-26APR25SIESON-SIE,46.5,8,winner,91.5,15,23,pregame,-0.0047,0.0000,187.1,6.8,1369,2740,532
WTA_MAIN_underdog_45-49,KXWTAMATCH-26APR25SIESON-SON,46.5,8,loser,9.5,15,23,pregame,0.0102,0.0000,187.1,6.9,1369,2740,532
WTA_MAIN_underdog_45-49,KXWTAMATCH-26APR25ZHERYB-RYB,49.0,1,winner,94.5,15,16,pregame,0.0256,0.0000,124.5,5.1,1233,3173,617
WTA_MAIN_underdog_45-49,KXWTAMATCH-26APR25ZHERYB-ZHE,49.0,1,loser,5.5,15,16,pregame,-0.0239,0.0000,122.4,4.8,1233,3173,617
WTA_MAIN_underdog_45-49,KXWTAMATCH-26APR27KOSMCC-KOS,46.0,9,winner,98.5,15,24,pregame,0.0326,,,4.6,1609,1533,288
WTA_MAIN_underdog_45-49,KXWTAMATCH-26APR27SABOSA-SAB,47.0,9,winner,97.5,15,24,pregame,0.0053,-0.1667,117.0,6.0,1610,1694,328
WTA_MAIN_underdog_45-49,KXWTAMATCH-26APR27SIEPLI-PLI,46.5,8,winner,96.5,15,23,pregame,0.0214,0.5333,43.0,5.8,1332,1362,264
WTA_MAIN_underdog_45-49,KXWTAMATCH-26APR27SIEPLI-SIE,46.5,8,loser,4.5,15,23,pregame,-0.0161,-0.5000,38.7,5.7,1332,1362,264
WTA_MAIN_underdog_45-49,KXWTAMATCH-26APR28FERAND-AND,46.5,8,winner,94.0,15,23,pregame,0.0366,,,6.0,1299,1231,216
WTA_MAIN_underdog_45-49,KXWTAMATCH-26APR28FERAND-FER,46.5,8,loser,6.0,15,23,pregame,-0.0312,,,5.6,1299,1231,216
