sequence,changed_leg,valid_from_et,valid_from_tminus_scheduled,valid_from_tminus_bell,valid_to_et,duration_seconds,NIK_bid,NIK_ask,NIK_spread,VRB_bid,VRB_ask,VRB_spread
407,NIK,2026-07-19T09:26:00-04:00,T-184.000,T-189.000,2026-07-19T09:26:59-04:00,59.0,24,28,4,73,74,1
408,NIK,2026-07-19T09:26:59-04:00,T-183.017,T-188.017,2026-07-19T09:27:06-04:00,7.0,24,29,5,73,74,1
409,NIK,2026-07-19T09:27:06-04:00,T-182.900,T-187.900,2026-07-19T09:27:06-04:00,0.0,25,29,4,73,74,1
410,NIK,2026-07-19T09:27:06-04:00,T-182.900,T-187.900,2026-07-19T09:27:06-04:00,0.0,23,29,6,73,74,1
411,NIK,2026-07-19T09:27:06-04:00,T-182.900,T-187.900,2026-07-19T09:27:07-04:00,1.0,26,29,3,73,74,1
412,NIK,2026-07-19T09:27:07-04:00,T-182.883,T-187.883,2026-07-19T09:27:07-04:00,0.0,23,29,6,73,74,1
413,NIK,2026-07-19T09:27:07-04:00,T-182.883,T-187.883,2026-07-19T09:27:14-04:00,7.0,24,29,5,73,74,1
414,NIK,2026-07-19T09:27:14-04:00,T-182.767,T-187.767,2026-07-19T09:27:20-04:00,6.0,25,29,4,73,74,1
415,NIK,2026-07-19T09:27:20-04:00,T-182.667,T-187.667,2026-07-19T09:27:20-04:00,0.0,23,29,6,73,74,1
416,NIK,2026-07-19T09:27:20-04:00,T-182.667,T-187.667,2026-07-19T09:27:24-04:00,4.0,24,29,5,73,74,1
417,NIK,2026-07-19T09:27:24-04:00,T-182.600,T-187.600,2026-07-19T09:27:24-04:00,0.0,23,29,6,73,74,1
418,NIK,2026-07-19T09:27:24-04:00,T-182.600,T-187.600,2026-07-19T09:27:24-04:00,0.0,24,29,5,73,74,1
419,VRB,2026-07-19T09:27:24-04:00,T-182.600,T-187.600,2026-07-19T09:27:25-04:00,1.0,24,29,5,73,75,2
420,VRB,2026-07-19T09:27:25-04:00,T-182.583,T-187.583,2026-07-19T09:27:45-04:00,20.0,24,29,5,72,75,3
421,VRB,2026-07-19T09:27:45-04:00,T-182.250,T-187.250,2026-07-19T09:27:48-04:00,3.0,24,29,5,73,75,2
422,NIK,2026-07-19T09:27:48-04:00,T-182.200,T-187.200,2026-07-19T09:28:07-04:00,19.0,25,29,4,73,75,2
423,NIK,2026-07-19T09:28:07-04:00,T-181.883,T-186.883,2026-07-19T09:28:07-04:00,0.0,23,29,6,73,75,2
424,NIK,2026-07-19T09:28:07-04:00,T-181.883,T-186.883,2026-07-19T09:28:07-04:00,0.0,24,29,5,73,75,2
425,VRB,2026-07-19T09:28:07-04:00,T-181.883,T-186.883,2026-07-19T09:28:20-04:00,13.0,24,29,5,73,74,1
426,NIK,2026-07-19T09:28:20-04:00,T-181.667,T-186.667,2026-07-19T09:28:20-04:00,0.0,25,29,4,73,74,1
427,NIK,2026-07-19T09:28:20-04:00,T-181.667,T-186.667,2026-07-19T09:28:20-04:00,0.0,23,29,6,73,74,1
428,NIK,2026-07-19T09:28:20-04:00,T-181.667,T-186.667,2026-07-19T09:28:20-04:00,0.0,24,29,5,73,74,1
429,NIK,2026-07-19T09:28:20-04:00,T-181.667,T-186.667,2026-07-19T09:28:22-04:00,2.0,26,29,3,73,74,1
430,NIK,2026-07-19T09:28:22-04:00,T-181.633,T-186.633,2026-07-19T09:28:22-04:00,0.0,23,29,6,73,74,1
431,NIK,2026-07-19T09:28:22-04:00,T-181.633,T-186.633,2026-07-19T09:28:26-04:00,4.0,24,29,5,73,74,1
432,NIK,2026-07-19T09:28:26-04:00,T-181.567,T-186.567,2026-07-19T09:28:45-04:00,19.0,25,29,4,73,74,1
433,NIK,2026-07-19T09:28:45-04:00,T-181.250,T-186.250,2026-07-19T09:28:45-04:00,0.0,23,29,6,73,74,1
434,NIK,2026-07-19T09:28:45-04:00,T-181.250,T-186.250,2026-07-19T09:28:45-04:00,0.0,24,29,5,73,74,1
435,NIK,2026-07-19T09:28:45-04:00,T-181.250,T-186.250,2026-07-19T09:28:45-04:00,0.0,26,29,3,73,74,1
436,NIK,2026-07-19T09:28:45-04:00,T-181.250,T-186.250,2026-07-19T09:28:45-04:00,0.0,23,29,6,73,74,1
437,NIK,2026-07-19T09:28:45-04:00,T-181.250,T-186.250,2026-07-19T09:28:46-04:00,1.0,24,29,5,73,74,1
438,NIK,2026-07-19T09:28:46-04:00,T-181.233,T-186.233,2026-07-19T09:28:59-04:00,13.0,25,29,4,73,74,1
439,NIK,2026-07-19T09:28:59-04:00,T-181.017,T-186.017,2026-07-19T09:28:59-04:00,0.0,23,29,6,73,74,1
440,NIK,2026-07-19T09:28:59-04:00,T-181.017,T-186.017,2026-07-19T09:28:59-04:00,0.0,24,29,5,73,74,1
441,NIK,2026-07-19T09:28:59-04:00,T-181.017,T-186.017,2026-07-19T09:29:00-04:00,1.0,26,29,3,73,74,1
442,NIK,2026-07-19T09:29:00-04:00,T-181.000,T-186.000,2026-07-19T09:29:00-04:00,0.0,23,29,6,73,74,1
443,NIK,2026-07-19T09:29:00-04:00,T-181.000,T-186.000,2026-07-19T09:29:24-04:00,24.0,24,29,5,73,74,1
444,NIK,2026-07-19T09:29:24-04:00,T-180.600,T-185.600,2026-07-19T09:29:24-04:00,0.0,23,29,6,73,74,1
445,NIK,2026-07-19T09:29:24-04:00,T-180.600,T-185.600,2026-07-19T09:29:24-04:00,0.0,24,29,5,73,74,1
446,VRB,2026-07-19T09:29:24-04:00,T-180.600,T-185.600,2026-07-19T09:29:25-04:00,1.0,24,29,5,73,75,2
447,VRB,2026-07-19T09:29:25-04:00,T-180.583,T-185.583,2026-07-19T09:29:47-04:00,22.0,24,29,5,72,75,3
448,VRB,2026-07-19T09:29:47-04:00,T-180.217,T-185.217,2026-07-19T09:29:49-04:00,2.0,24,29,5,73,75,2
449,NIK,2026-07-19T09:29:49-04:00,T-180.183,T-185.183,2026-07-19T09:30:16-04:00,27.0,25,29,4,73,75,2
450,NIK,2026-07-19T09:30:16-04:00,T-179.733,T-184.733,2026-07-19T09:30:17-04:00,1.0,23,29,6,73,75,2
451,NIK,2026-07-19T09:30:17-04:00,T-179.717,T-184.717,2026-07-19T09:30:17-04:00,0.0,24,29,5,73,75,2
452,VRB,2026-07-19T09:30:17-04:00,T-179.717,T-184.717,2026-07-19T09:30:18-04:00,1.0,24,29,5,73,74,1
453,NIK,2026-07-19T09:30:18-04:00,T-179.700,T-184.700,2026-07-19T09:30:18-04:00,0.0,19,29,10,73,74,1
454,NIK,2026-07-19T09:30:18-04:00,T-179.700,T-184.700,2026-07-19T09:30:22-04:00,4.0,20,29,9,73,74,1
455,NIK,2026-07-19T09:30:22-04:00,T-179.633,T-184.633,2026-07-19T09:30:22-04:00,0.0,24,29,5,73,74,1
456,NIK,2026-07-19T09:30:22-04:00,T-179.633,T-184.633,2026-07-19T09:30:22-04:00,0.0,25,29,4,73,74,1
457,NIK,2026-07-19T09:30:22-04:00,T-179.633,T-184.633,2026-07-19T09:30:22-04:00,0.0,19,29,10,73,74,1
458,NIK,2026-07-19T09:30:22-04:00,T-179.633,T-184.633,2026-07-19T09:30:25-04:00,3.0,20,29,9,73,74,1
459,NIK,2026-07-19T09:30:25-04:00,T-179.583,T-184.583,2026-07-19T09:30:25-04:00,0.0,21,29,8,73,74,1
460,NIK,2026-07-19T09:30:25-04:00,T-179.583,T-184.583,2026-07-19T09:30:25-04:00,0.0,22,29,7,73,74,1
461,NIK,2026-07-19T09:30:25-04:00,T-179.583,T-184.583,2026-07-19T09:30:25-04:00,0.0,19,29,10,73,74,1
462,NIK,2026-07-19T09:30:25-04:00,T-179.583,T-184.583,2026-07-19T09:30:25-04:00,0.0,20,29,9,73,74,1
463,NIK,2026-07-19T09:30:25-04:00,T-179.583,T-184.583,2026-07-19T09:30:25-04:00,0.0,23,29,6,73,74,1
464,NIK,2026-07-19T09:30:25-04:00,T-179.583,T-184.583,2026-07-19T09:30:25-04:00,0.0,24,29,5,73,74,1
465,NIK,2026-07-19T09:30:25-04:00,T-179.583,T-184.583,2026-07-19T09:30:25-04:00,0.0,19,29,10,73,74,1
466,NIK,2026-07-19T09:30:25-04:00,T-179.583,T-184.583,2026-07-19T09:30:25-04:00,0.0,25,29,4,73,74,1
467,NIK,2026-07-19T09:30:25-04:00,T-179.583,T-184.583,2026-07-19T09:30:27-04:00,2.0,19,29,10,73,74,1
468,NIK,2026-07-19T09:30:27-04:00,T-179.550,T-184.550,2026-07-19T09:30:40-04:00,13.0,20,29,9,73,74,1
469,VRB,2026-07-19T09:30:40-04:00,T-179.333,T-184.333,2026-07-19T09:30:49-04:00,9.0,20,29,9,72,75,3
470,VRB,2026-07-19T09:30:49-04:00,T-179.183,T-184.183,2026-07-19T09:30:52-04:00,3.0,20,29,9,73,75,2
471,NIK,2026-07-19T09:30:52-04:00,T-179.133,T-184.133,2026-07-19T09:30:52-04:00,0.0,21,29,8,73,75,2
472,NIK,2026-07-19T09:30:52-04:00,T-179.133,T-184.133,2026-07-19T09:31:08-04:00,16.0,22,29,7,73,75,2
473,NIK,2026-07-19T09:31:08-04:00,T-178.867,T-183.867,2026-07-19T09:31:08-04:00,0.0,21,29,8,73,75,2
474,NIK,2026-07-19T09:31:08-04:00,T-178.867,T-183.867,2026-07-19T09:31:08-04:00,0.0,22,29,7,73,75,2
475,NIK,2026-07-19T09:31:08-04:00,T-178.867,T-183.867,2026-07-19T09:31:08-04:00,0.0,19,29,10,73,75,2
476,NIK,2026-07-19T09:31:08-04:00,T-178.867,T-183.867,2026-07-19T09:31:08-04:00,0.0,20,29,9,73,75,2
477,VRB,2026-07-19T09:31:08-04:00,T-178.867,T-183.867,2026-07-19T09:31:31-04:00,23.0,20,29,9,73,74,1
478,VRB,2026-07-19T09:31:31-04:00,T-178.483,T-183.483,2026-07-19T09:31:34-04:00,3.0,20,29,9,73,75,2
479,VRB,2026-07-19T09:31:34-04:00,T-178.433,T-183.433,2026-07-19T09:32:09-04:00,35.0,20,29,9,72,75,3
480,NIK,2026-07-19T09:32:09-04:00,T-177.850,T-182.850,2026-07-19T09:32:09-04:00,0.0,23,29,6,72,75,3
481,NIK,2026-07-19T09:32:09-04:00,T-177.850,T-182.850,2026-07-19T09:32:10-04:00,1.0,24,29,5,72,75,3
482,VRB,2026-07-19T09:32:10-04:00,T-177.833,T-182.833,2026-07-19T09:32:31-04:00,21.0,24,29,5,72,74,2
483,NIK,2026-07-19T09:32:31-04:00,T-177.483,T-182.483,2026-07-19T09:32:31-04:00,0.0,21,29,8,72,74,2
484,NIK,2026-07-19T09:32:31-04:00,T-177.483,T-182.483,2026-07-19T09:32:31-04:00,0.0,19,29,10,72,74,2
485,NIK,2026-07-19T09:32:31-04:00,T-177.483,T-182.483,2026-07-19T09:32:37-04:00,6.0,20,29,9,72,74,2
486,VRB,2026-07-19T09:32:37-04:00,T-177.383,T-182.383,2026-07-19T09:32:39-04:00,2.0,20,29,9,72,75,3
487,VRB,2026-07-19T09:32:39-04:00,T-177.350,T-182.350,2026-07-19T09:33:05-04:00,26.0,20,29,9,73,75,2
488,NIK,2026-07-19T09:33:05-04:00,T-176.917,T-181.917,2026-07-19T09:33:06-04:00,1.0,22,29,7,73,75,2
489,VRB,2026-07-19T09:33:06-04:00,T-176.900,T-181.900,2026-07-19T09:33:07-04:00,1.0,22,29,7,72,75,3
490,NIK,2026-07-19T09:33:07-04:00,T-176.883,T-181.883,2026-07-19T09:33:07-04:00,0.0,21,29,8,72,75,3
491,NIK,2026-07-19T09:33:07-04:00,T-176.883,T-181.883,2026-07-19T09:33:07-04:00,0.0,22,29,7,72,75,3
492,NIK,2026-07-19T09:33:07-04:00,T-176.883,T-181.883,2026-07-19T09:33:07-04:00,0.0,19,29,10,72,75,3
493,NIK,2026-07-19T09:33:07-04:00,T-176.883,T-181.883,2026-07-19T09:33:07-04:00,0.0,20,29,9,72,75,3
494,VRB,2026-07-19T09:33:07-04:00,T-176.883,T-181.883,2026-07-19T09:33:07-04:00,0.0,20,29,9,72,74,2
495,VRB,2026-07-19T09:33:07-04:00,T-176.883,T-181.883,2026-07-19T09:33:09-04:00,2.0,20,29,9,73,74,1
496,NIK,2026-07-19T09:33:09-04:00,T-176.850,T-181.850,2026-07-19T09:33:09-04:00,0.0,23,29,6,73,74,1
497,NIK,2026-07-19T09:33:09-04:00,T-176.850,T-181.850,2026-07-19T09:33:25-04:00,16.0,24,29,5,73,74,1
498,NIK,2026-07-19T09:33:25-04:00,T-176.583,T-181.583,2026-07-19T09:33:25-04:00,0.0,19,29,10,73,74,1
499,NIK,2026-07-19T09:33:25-04:00,T-176.583,T-181.583,2026-07-19T09:33:29-04:00,4.0,20,29,9,73,74,1
500,VRB,2026-07-19T09:33:29-04:00,T-176.517,T-181.517,2026-07-19T09:33:32-04:00,3.0,20,29,9,73,75,2
501,VRB,2026-07-19T09:33:32-04:00,T-176.467,T-181.467,2026-07-19T09:33:59-04:00,27.0,20,29,9,72,75,3
502,VRB,2026-07-19T09:33:59-04:00,T-176.017,T-181.017,2026-07-19T09:34:07-04:00,8.0,20,29,9,73,75,2
503,NIK,2026-07-19T09:34:07-04:00,T-175.883,T-180.883,2026-07-19T09:34:07-04:00,0.0,21,29,8,73,75,2
504,NIK,2026-07-19T09:34:07-04:00,T-175.883,T-180.883,2026-07-19T09:34:29-04:00,22.0,22,29,7,73,75,2
505,NIK,2026-07-19T09:34:29-04:00,T-175.517,T-180.517,2026-07-19T09:34:30-04:00,1.0,24,29,5,73,75,2
506,VRB,2026-07-19T09:34:30-04:00,T-175.500,T-180.500,2026-07-19T09:34:42-04:00,12.0,24,29,5,73,74,1
507,NIK,2026-07-19T09:34:42-04:00,T-175.300,T-180.300,2026-07-19T09:34:42-04:00,0.0,21,29,8,73,74,1
508,NIK,2026-07-19T09:34:42-04:00,T-175.300,T-180.300,2026-07-19T09:34:42-04:00,0.0,19,29,10,73,74,1
509,NIK,2026-07-19T09:34:42-04:00,T-175.300,T-180.300,2026-07-19T09:34:42-04:00,0.0,20,29,9,73,74,1
510,NIK,2026-07-19T09:34:42-04:00,T-175.300,T-180.300,2026-07-19T09:34:43-04:00,1.0,25,29,4,73,74,1
511,NIK,2026-07-19T09:34:43-04:00,T-175.283,T-180.283,2026-07-19T09:34:43-04:00,0.0,19,29,10,73,74,1
512,NIK,2026-07-19T09:34:43-04:00,T-175.283,T-180.283,2026-07-19T09:35:26-04:00,43.0,20,29,9,73,74,1
513,VRB,2026-07-19T09:35:26-04:00,T-174.567,T-179.567,2026-07-19T09:35:27-04:00,1.0,20,29,9,73,75,2
514,VRB,2026-07-19T09:35:27-04:00,T-174.550,T-179.550,2026-07-19T09:35:57-04:00,30.0,20,29,9,72,75,3
515,NIK,2026-07-19T09:35:57-04:00,T-174.050,T-179.050,2026-07-19T09:35:57-04:00,0.0,21,29,8,72,75,3
516,NIK,2026-07-19T09:35:57-04:00,T-174.050,T-179.050,2026-07-19T09:36:14-04:00,17.0,22,29,7,72,75,3
517,NIK,2026-07-19T09:36:14-04:00,T-173.767,T-178.767,2026-07-19T09:36:14-04:00,0.0,20,29,9,72,75,3
518,NIK,2026-07-19T09:36:14-04:00,T-173.767,T-178.767,2026-07-19T09:36:14-04:00,0.0,19,29,10,72,75,3
519,NIK,2026-07-19T09:36:14-04:00,T-173.767,T-178.767,2026-07-19T09:36:15-04:00,1.0,20,29,9,72,75,3
520,VRB,2026-07-19T09:36:15-04:00,T-173.750,T-178.750,2026-07-19T09:36:19-04:00,4.0,20,29,9,72,74,2
521,NIK,2026-07-19T09:36:19-04:00,T-173.683,T-178.683,2026-07-19T09:36:19-04:00,0.0,23,29,6,72,74,2
522,NIK,2026-07-19T09:36:19-04:00,T-173.683,T-178.683,2026-07-19T09:36:32-04:00,13.0,24,29,5,72,74,2
523,VRB,2026-07-19T09:36:32-04:00,T-173.467,T-178.467,2026-07-19T09:36:49-04:00,17.0,24,29,5,73,74,1
524,NIK,2026-07-19T09:36:49-04:00,T-173.183,T-178.183,2026-07-19T09:36:49-04:00,0.0,21,29,8,73,74,1
525,NIK,2026-07-19T09:36:49-04:00,T-173.183,T-178.183,2026-07-19T09:36:49-04:00,0.0,19,29,10,73,74,1
526,NIK,2026-07-19T09:36:49-04:00,T-173.183,T-178.183,2026-07-19T09:36:50-04:00,1.0,20,29,9,73,74,1
527,NIK,2026-07-19T09:36:50-04:00,T-173.167,T-178.167,2026-07-19T09:36:50-04:00,0.0,25,29,4,73,74,1
528,NIK,2026-07-19T09:36:50-04:00,T-173.167,T-178.167,2026-07-19T09:36:50-04:00,0.0,19,29,10,73,74,1
529,NIK,2026-07-19T09:36:50-04:00,T-173.167,T-178.167,2026-07-19T09:37:03-04:00,13.0,20,29,9,73,74,1
530,NIK,2026-07-19T09:37:03-04:00,T-172.950,T-177.950,2026-07-19T09:37:03-04:00,0.0,21,29,8,73,74,1
531,NIK,2026-07-19T09:37:03-04:00,T-172.950,T-177.950,2026-07-19T09:37:09-04:00,6.0,22,29,7,73,74,1
532,NIK,2026-07-19T09:37:09-04:00,T-172.850,T-177.850,2026-07-19T09:37:09-04:00,0.0,19,29,10,73,74,1
533,NIK,2026-07-19T09:37:09-04:00,T-172.850,T-177.850,2026-07-19T09:37:09-04:00,0.0,20,29,9,73,74,1
534,NIK,2026-07-19T09:37:09-04:00,T-172.850,T-177.850,2026-07-19T09:37:09-04:00,0.0,23,29,6,73,74,1
535,NIK,2026-07-19T09:37:09-04:00,T-172.850,T-177.850,2026-07-19T09:37:09-04:00,0.0,19,29,10,73,74,1
536,NIK,2026-07-19T09:37:09-04:00,T-172.850,T-177.850,2026-07-19T09:37:28-04:00,19.0,20,29,9,73,74,1
537,VRB,2026-07-19T09:37:28-04:00,T-172.533,T-177.533,2026-07-19T09:37:31-04:00,3.0,20,29,9,73,75,2
538,VRB,2026-07-19T09:37:31-04:00,T-172.483,T-177.483,2026-07-19T09:37:56-04:00,25.0,20,29,9,72,75,3
539,VRB,2026-07-19T09:37:56-04:00,T-172.067,T-177.067,2026-07-19T09:37:59-04:00,3.0,20,29,9,73,75,2
540,NIK,2026-07-19T09:37:59-04:00,T-172.017,T-177.017,2026-07-19T09:37:59-04:00,0.0,21,29,8,73,75,2
541,NIK,2026-07-19T09:37:59-04:00,T-172.017,T-177.017,2026-07-19T09:38:18-04:00,19.0,22,29,7,73,75,2
542,NIK,2026-07-19T09:38:18-04:00,T-171.700,T-176.700,2026-07-19T09:38:18-04:00,0.0,19,29,10,73,75,2
543,NIK,2026-07-19T09:38:18-04:00,T-171.700,T-176.700,2026-07-19T09:38:18-04:00,0.0,20,29,9,73,75,2
544,VRB,2026-07-19T09:38:18-04:00,T-171.700,T-176.700,2026-07-19T09:38:22-04:00,4.0,20,29,9,73,74,1
545,NIK,2026-07-19T09:38:22-04:00,T-171.633,T-176.633,2026-07-19T09:38:22-04:00,0.0,23,29,6,73,74,1
546,NIK,2026-07-19T09:38:22-04:00,T-171.633,T-176.633,2026-07-19T09:38:30-04:00,8.0,24,29,5,73,74,1
547,NIK,2026-07-19T09:38:30-04:00,T-171.500,T-176.500,2026-07-19T09:38:30-04:00,0.0,20,29,9,73,74,1
548,VRB,2026-07-19T09:38:30-04:00,T-171.500,T-176.500,2026-07-19T09:38:50-04:00,20.0,20,29,9,72,75,3
549,VRB,2026-07-19T09:38:50-04:00,T-171.167,T-176.167,2026-07-19T09:38:55-04:00,5.0,20,29,9,73,75,2
550,NIK,2026-07-19T09:38:55-04:00,T-171.083,T-176.083,2026-07-19T09:38:55-04:00,0.0,21,29,8,73,75,2
551,NIK,2026-07-19T09:38:55-04:00,T-171.083,T-176.083,2026-07-19T09:39:21-04:00,26.0,22,29,7,73,75,2
552,NIK,2026-07-19T09:39:21-04:00,T-170.650,T-175.650,2026-07-19T09:39:21-04:00,0.0,24,29,5,73,75,2
553,VRB,2026-07-19T09:39:21-04:00,T-170.650,T-175.650,2026-07-19T09:39:38-04:00,17.0,24,29,5,73,74,1
554,NIK,2026-07-19T09:39:38-04:00,T-170.367,T-175.367,2026-07-19T09:39:38-04:00,0.0,19,29,10,73,74,1
555,NIK,2026-07-19T09:39:38-04:00,T-170.367,T-175.367,2026-07-19T09:39:38-04:00,0.0,20,29,9,73,74,1
556,NIK,2026-07-19T09:39:38-04:00,T-170.367,T-175.367,2026-07-19T09:39:39-04:00,1.0,25,29,4,73,74,1
557,NIK,2026-07-19T09:39:39-04:00,T-170.350,T-175.350,2026-07-19T09:39:40-04:00,1.0,19,29,10,73,74,1
558,NIK,2026-07-19T09:39:40-04:00,T-170.333,T-175.333,2026-07-19T09:40:00-04:00,20.0,20,29,9,73,74,1
559,NIK,2026-07-19T09:40:00-04:00,T-170.000,T-175.000,2026-07-19T09:40:00-04:00,0.0,21,29,8,73,74,1
560,NIK,2026-07-19T09:40:00-04:00,T-170.000,T-175.000,2026-07-19T09:40:00-04:00,0.0,22,29,7,73,74,1
561,NIK,2026-07-19T09:40:00-04:00,T-170.000,T-175.000,2026-07-19T09:40:00-04:00,0.0,20,29,9,73,74,1
562,NIK,2026-07-19T09:40:00-04:00,T-170.000,T-175.000,2026-07-19T09:40:00-04:00,0.0,19,29,10,73,74,1
563,NIK,2026-07-19T09:40:00-04:00,T-170.000,T-175.000,2026-07-19T09:40:00-04:00,0.0,20,29,9,73,74,1
564,NIK,2026-07-19T09:40:00-04:00,T-170.000,T-175.000,2026-07-19T09:40:00-04:00,0.0,23,29,6,73,74,1
565,NIK,2026-07-19T09:40:00-04:00,T-170.000,T-175.000,2026-07-19T09:40:07-04:00,7.0,24,29,5,73,74,1
566,NIK,2026-07-19T09:40:07-04:00,T-169.883,T-174.883,2026-07-19T09:40:07-04:00,0.0,19,29,10,73,74,1
567,NIK,2026-07-19T09:40:07-04:00,T-169.883,T-174.883,2026-07-19T09:40:07-04:00,0.0,20,29,9,73,74,1
568,NIK,2026-07-19T09:40:07-04:00,T-169.883,T-174.883,2026-07-19T09:40:07-04:00,0.0,25,29,4,73,74,1
569,NIK,2026-07-19T09:40:07-04:00,T-169.883,T-174.883,2026-07-19T09:40:07-04:00,0.0,19,29,10,73,74,1
570,NIK,2026-07-19T09:40:07-04:00,T-169.883,T-174.883,2026-07-19T09:40:12-04:00,5.0,20,29,9,73,74,1
571,NIK,2026-07-19T09:40:12-04:00,T-169.800,T-174.800,2026-07-19T09:40:12-04:00,0.0,21,29,8,73,74,1
572,NIK,2026-07-19T09:40:12-04:00,T-169.800,T-174.800,2026-07-19T09:40:20-04:00,8.0,22,29,7,73,74,1
573,NIK,2026-07-19T09:40:20-04:00,T-169.667,T-174.667,2026-07-19T09:40:20-04:00,0.0,21,29,8,73,74,1
574,NIK,2026-07-19T09:40:20-04:00,T-169.667,T-174.667,2026-07-19T09:40:20-04:00,0.0,19,29,10,73,74,1
575,NIK,2026-07-19T09:40:20-04:00,T-169.667,T-174.667,2026-07-19T09:40:20-04:00,0.0,22,29,7,73,74,1
576,NIK,2026-07-19T09:40:20-04:00,T-169.667,T-174.667,2026-07-19T09:40:20-04:00,0.0,21,29,8,73,74,1
577,NIK,2026-07-19T09:40:20-04:00,T-169.667,T-174.667,2026-07-19T09:40:20-04:00,0.0,19,29,10,73,74,1
578,NIK,2026-07-19T09:40:20-04:00,T-169.667,T-174.667,2026-07-19T09:40:26-04:00,6.0,20,29,9,73,74,1
579,VRB,2026-07-19T09:40:26-04:00,T-169.567,T-174.567,2026-07-19T09:40:46-04:00,20.0,20,29,9,72,74,2
580,VRB,2026-07-19T09:40:46-04:00,T-169.233,T-174.233,2026-07-19T09:40:51-04:00,5.0,20,29,9,73,74,1
581,NIK,2026-07-19T09:40:51-04:00,T-169.150,T-174.150,2026-07-19T09:40:51-04:00,0.0,21,29,8,73,74,1
582,NIK,2026-07-19T09:40:51-04:00,T-169.150,T-174.150,2026-07-19T09:41:10-04:00,19.0,22,29,7,73,74,1
583,NIK,2026-07-19T09:41:10-04:00,T-168.833,T-173.833,2026-07-19T09:41:10-04:00,0.0,20,29,9,73,74,1
584,NIK,2026-07-19T09:41:10-04:00,T-168.833,T-173.833,2026-07-19T09:41:10-04:00,0.0,19,29,10,73,74,1
585,NIK,2026-07-19T09:41:10-04:00,T-168.833,T-173.833,2026-07-19T09:41:10-04:00,0.0,21,29,8,73,74,1
586,NIK,2026-07-19T09:41:10-04:00,T-168.833,T-173.833,2026-07-19T09:41:10-04:00,0.0,20,29,9,73,74,1
587,NIK,2026-07-19T09:41:10-04:00,T-168.833,T-173.833,2026-07-19T09:41:11-04:00,1.0,19,29,10,73,74,1
588,NIK,2026-07-19T09:41:11-04:00,T-168.817,T-173.817,2026-07-19T09:41:12-04:00,1.0,20,29,9,73,74,1
589,NIK,2026-07-19T09:41:12-04:00,T-168.800,T-173.800,2026-07-19T09:41:12-04:00,0.0,23,29,6,73,74,1
590,NIK,2026-07-19T09:41:12-04:00,T-168.800,T-173.800,2026-07-19T09:41:12-04:00,0.0,24,29,5,73,74,1
591,NIK,2026-07-19T09:41:12-04:00,T-168.800,T-173.800,2026-07-19T09:41:12-04:00,0.0,23,29,6,73,74,1
592,NIK,2026-07-19T09:41:12-04:00,T-168.800,T-173.800,2026-07-19T09:41:12-04:00,0.0,19,29,10,73,74,1
593,NIK,2026-07-19T09:41:12-04:00,T-168.800,T-173.800,2026-07-19T09:41:12-04:00,0.0,24,29,5,73,74,1
594,NIK,2026-07-19T09:41:12-04:00,T-168.800,T-173.800,2026-07-19T09:41:12-04:00,0.0,19,29,10,73,74,1
595,NIK,2026-07-19T09:41:12-04:00,T-168.800,T-173.800,2026-07-19T09:41:12-04:00,0.0,25,29,4,73,74,1
596,NIK,2026-07-19T09:41:12-04:00,T-168.800,T-173.800,2026-07-19T09:41:12-04:00,0.0,19,29,10,73,74,1
597,NIK,2026-07-19T09:41:12-04:00,T-168.800,T-173.800,2026-07-19T09:41:49-04:00,37.0,20,29,9,73,74,1
598,NIK,2026-07-19T09:41:49-04:00,T-168.183,T-173.183,2026-07-19T09:41:49-04:00,0.0,21,29,8,73,74,1
599,NIK,2026-07-19T09:41:49-04:00,T-168.183,T-173.183,2026-07-19T09:42:06-04:00,17.0,22,29,7,73,74,1
600,NIK,2026-07-19T09:42:06-04:00,T-167.900,T-172.900,2026-07-19T09:42:06-04:00,0.0,20,29,9,73,74,1
601,NIK,2026-07-19T09:42:06-04:00,T-167.900,T-172.900,2026-07-19T09:42:06-04:00,0.0,19,29,10,73,74,1
602,NIK,2026-07-19T09:42:06-04:00,T-167.900,T-172.900,2026-07-19T09:42:06-04:00,0.0,21,29,8,73,74,1
603,NIK,2026-07-19T09:42:06-04:00,T-167.900,T-172.900,2026-07-19T09:42:06-04:00,0.0,20,29,9,73,74,1
604,NIK,2026-07-19T09:42:06-04:00,T-167.900,T-172.900,2026-07-19T09:42:06-04:00,0.0,19,29,10,73,74,1
605,NIK,2026-07-19T09:42:06-04:00,T-167.900,T-172.900,2026-07-19T09:42:08-04:00,2.0,20,29,9,73,74,1
606,NIK,2026-07-19T09:42:08-04:00,T-167.867,T-172.867,2026-07-19T09:42:08-04:00,0.0,23,29,6,73,74,1
607,NIK,2026-07-19T09:42:08-04:00,T-167.867,T-172.867,2026-07-19T09:42:20-04:00,12.0,24,29,5,73,74,1
608,NIK,2026-07-19T09:42:20-04:00,T-167.667,T-172.667,2026-07-19T09:42:20-04:00,0.0,22,29,7,73,74,1
609,NIK,2026-07-19T09:42:20-04:00,T-167.667,T-172.667,2026-07-19T09:42:20-04:00,0.0,19,29,10,73,74,1
610,NIK,2026-07-19T09:42:20-04:00,T-167.667,T-172.667,2026-07-19T09:42:50-04:00,30.0,20,29,9,73,74,1
