episode_id,leg,side,peak_price_cents,peak_ts_et,peak_tminus_scheduled,peak_tminus_bell,trough_price_cents,trough_ts_et,trough_tminus_scheduled,trough_tminus_bell,resume_price_cents,resume_ts_et,resume_tminus_scheduled,resume_tminus_bell,depth_cents,seconds_peak_to_trough,seconds_at_trough_before_resume,seconds_peak_to_resume,full_recovery_ts_et,full_recovery_tminus_scheduled,full_recovery_tminus_bell
VRB_ask_0043,VRB,ask,75,2026-07-19T08:41:09-04:00,T-228.850,T-233.850,73,2026-07-19T08:41:11-04:00,T-228.817,T-233.817,74,2026-07-19T08:42:24-04:00,T-227.600,T-232.600,2,2.0,73.0,75.0,2026-07-19T08:42:24-04:00,T-227.600,T-232.600
NIK_bid_0029,NIK,bid,25,2026-07-19T08:41:11-04:00,T-228.817,T-233.817,23,2026-07-19T08:42:24-04:00,T-227.600,T-232.600,24,2026-07-19T08:42:50-04:00,T-227.167,T-232.167,2,73.0,26.0,99.0,2026-07-19T08:51:52-04:00,T-218.133,T-223.133
VRB_ask_0044,VRB,ask,75,2026-07-19T08:42:24-04:00,T-227.600,T-232.600,74,2026-07-19T08:43:26-04:00,T-226.567,T-231.567,75,2026-07-19T08:44:25-04:00,T-225.583,T-230.583,1,62.0,59.0,121.0,2026-07-19T08:44:25-04:00,T-225.583,T-230.583
NIK_bid_0030,NIK,bid,24,2026-07-19T08:42:50-04:00,T-227.167,T-232.167,23,2026-07-19T08:44:21-04:00,T-225.650,T-230.650,24,2026-07-19T08:44:55-04:00,T-225.083,T-230.083,1,91.0,34.0,125.0,2026-07-19T08:44:55-04:00,T-225.083,T-230.083
VRB_ask_0045,VRB,ask,75,2026-07-19T08:44:25-04:00,T-225.583,T-230.583,74,2026-07-19T08:45:16-04:00,T-224.733,T-229.733,75,2026-07-19T08:45:48-04:00,T-224.200,T-229.200,1,51.0,32.0,83.0,2026-07-19T08:45:48-04:00,T-224.200,T-229.200
NIK_bid_0031,NIK,bid,24,2026-07-19T08:44:55-04:00,T-225.083,T-230.083,23,2026-07-19T08:45:47-04:00,T-224.217,T-229.217,24,2026-07-19T08:45:52-04:00,T-224.133,T-229.133,1,52.0,5.0,57.0,2026-07-19T08:45:52-04:00,T-224.133,T-229.133
VRB_ask_0046,VRB,ask,75,2026-07-19T08:45:48-04:00,T-224.200,T-229.200,74,2026-07-19T08:46:19-04:00,T-223.683,T-228.683,75,2026-07-19T08:47:30-04:00,T-222.500,T-227.500,1,31.0,71.0,102.0,2026-07-19T08:47:30-04:00,T-222.500,T-227.500
VRB_bid_0017,VRB,bid,73,2026-07-19T08:45:48-04:00,T-224.200,T-229.200,72,2026-07-19T08:46:23-04:00,T-223.617,T-228.617,73,2026-07-19T08:50:24-04:00,T-219.600,T-224.600,1,35.0,241.0,276.0,2026-07-19T08:50:24-04:00,T-219.600,T-224.600
NIK_bid_0032,NIK,bid,24,2026-07-19T08:45:52-04:00,T-224.133,T-229.133,23,2026-07-19T08:47:29-04:00,T-222.517,T-227.517,24,2026-07-19T08:47:53-04:00,T-222.117,T-227.117,1,97.0,24.0,121.0,2026-07-19T08:47:53-04:00,T-222.117,T-227.117
VRB_ask_0047,VRB,ask,75,2026-07-19T08:47:30-04:00,T-222.500,T-227.500,74,2026-07-19T08:48:14-04:00,T-221.767,T-226.767,75,2026-07-19T08:48:39-04:00,T-221.350,T-226.350,1,44.0,25.0,69.0,2026-07-19T08:48:39-04:00,T-221.350,T-226.350
NIK_bid_0033,NIK,bid,24,2026-07-19T08:47:53-04:00,T-222.117,T-227.117,23,2026-07-19T08:48:33-04:00,T-221.450,T-226.450,24,2026-07-19T08:48:54-04:00,T-221.100,T-226.100,1,40.0,21.0,61.0,2026-07-19T08:48:54-04:00,T-221.100,T-226.100
VRB_ask_0048,VRB,ask,75,2026-07-19T08:48:39-04:00,T-221.350,T-226.350,74,2026-07-19T08:49:07-04:00,T-220.883,T-225.883,75,2026-07-19T08:50:28-04:00,T-219.533,T-224.533,1,28.0,81.0,109.0,2026-07-19T08:50:28-04:00,T-219.533,T-224.533
NIK_bid_0034,NIK,bid,24,2026-07-19T08:48:54-04:00,T-221.100,T-226.100,23,2026-07-19T08:50:22-04:00,T-219.633,T-224.633,24,2026-07-19T08:51:13-04:00,T-218.783,T-223.783,1,88.0,51.0,139.0,2026-07-19T08:51:13-04:00,T-218.783,T-223.783
VRB_bid_0018,VRB,bid,73,2026-07-19T08:50:24-04:00,T-219.600,T-224.600,72,2026-07-19T08:50:33-04:00,T-219.450,T-224.450,73,2026-07-19T08:51:13-04:00,T-218.783,T-223.783,1,9.0,40.0,49.0,2026-07-19T08:51:13-04:00,T-218.783,T-223.783
VRB_ask_0049,VRB,ask,75,2026-07-19T08:50:28-04:00,T-219.533,T-224.533,74,2026-07-19T08:50:48-04:00,T-219.200,T-224.200,75,2026-07-19T08:52:22-04:00,T-217.633,T-222.633,1,20.0,94.0,114.0,2026-07-19T08:52:22-04:00,T-217.633,T-222.633
VRB_bid_0019,VRB,bid,73,2026-07-19T08:51:13-04:00,T-218.783,T-223.783,72,2026-07-19T08:51:32-04:00,T-218.467,T-223.467,73,2026-07-19T09:12:28-04:00,T-197.533,T-202.533,1,19.0,1256.0,1275.0,2026-07-19T09:12:28-04:00,T-197.533,T-202.533
NIK_bid_0035,NIK,bid,26,2026-07-19T08:51:52-04:00,T-218.133,T-223.133,23,2026-07-19T08:52:22-04:00,T-217.633,T-222.633,24,2026-07-19T08:53:06-04:00,T-216.900,T-221.900,3,30.0,44.0,74.0,2026-07-19T08:53:09-04:00,T-216.850,T-221.850
VRB_ask_0050,VRB,ask,75,2026-07-19T08:52:22-04:00,T-217.633,T-222.633,73,2026-07-19T08:53:12-04:00,T-216.800,T-221.800,75,2026-07-19T08:54:31-04:00,T-215.483,T-220.483,2,50.0,79.0,129.0,2026-07-19T08:54:31-04:00,T-215.483,T-220.483
NIK_bid_0036,NIK,bid,26,2026-07-19T08:53:09-04:00,T-216.850,T-221.850,24,2026-07-19T08:54:30-04:00,T-215.500,T-220.500,25,2026-07-19T08:55:00-04:00,T-215.000,T-220.000,2,81.0,30.0,111.0,2026-07-19T08:56:14-04:00,T-213.767,T-218.767
VRB_ask_0051,VRB,ask,75,2026-07-19T08:54:31-04:00,T-215.483,T-220.483,74,2026-07-19T08:55:22-04:00,T-214.633,T-219.633,75,2026-07-19T08:55:24-04:00,T-214.600,T-219.600,1,51.0,2.0,53.0,2026-07-19T08:55:24-04:00,T-214.600,T-219.600
NIK_bid_0037,NIK,bid,25,2026-07-19T08:55:00-04:00,T-215.000,T-220.000,24,2026-07-19T08:55:21-04:00,T-214.650,T-219.650,25,2026-07-19T08:55:53-04:00,T-214.117,T-219.117,1,21.0,32.0,53.0,2026-07-19T08:55:53-04:00,T-214.117,T-219.117
VRB_ask_0052,VRB,ask,75,2026-07-19T08:55:24-04:00,T-214.600,T-219.600,74,2026-07-19T08:56:11-04:00,T-213.817,T-218.817,75,2026-07-19T08:56:29-04:00,T-213.517,T-218.517,1,47.0,18.0,65.0,2026-07-19T08:56:29-04:00,T-213.517,T-218.517
NIK_bid_0038,NIK,bid,26,2026-07-19T08:56:14-04:00,T-213.767,T-218.767,24,2026-07-19T08:56:28-04:00,T-213.533,T-218.533,25,2026-07-19T08:56:50-04:00,T-213.167,T-218.167,2,14.0,22.0,36.0,2026-07-19T08:57:09-04:00,T-212.850,T-217.850
VRB_ask_0053,VRB,ask,75,2026-07-19T08:56:29-04:00,T-213.517,T-218.517,74,2026-07-19T08:57:08-04:00,T-212.867,T-217.867,75,2026-07-19T08:58:29-04:00,T-211.517,T-216.517,1,39.0,81.0,120.0,2026-07-19T08:58:29-04:00,T-211.517,T-216.517
NIK_bid_0039,NIK,bid,26,2026-07-19T08:57:09-04:00,T-212.850,T-217.850,23,2026-07-19T08:57:31-04:00,T-212.483,T-217.483,25,2026-07-19T08:57:31-04:00,T-212.483,T-217.483,3,22.0,0.0,22.0,2026-07-19T09:04:00-04:00,T-206.000,T-211.000
NIK_bid_0040,NIK,bid,25,2026-07-19T08:57:31-04:00,T-212.483,T-217.483,23,2026-07-19T08:58:25-04:00,T-211.583,T-216.583,24,2026-07-19T08:58:51-04:00,T-211.150,T-216.150,2,54.0,26.0,80.0,2026-07-19T08:59:50-04:00,T-210.167,T-215.167
VRB_ask_0054,VRB,ask,75,2026-07-19T08:58:29-04:00,T-211.517,T-216.517,73,2026-07-19T08:59:11-04:00,T-210.817,T-215.817,75,2026-07-19T08:59:30-04:00,T-210.500,T-215.500,2,42.0,19.0,61.0,2026-07-19T08:59:30-04:00,T-210.500,T-215.500
NIK_bid_0041,NIK,bid,24,2026-07-19T08:58:51-04:00,T-211.150,T-216.150,23,2026-07-19T08:59:21-04:00,T-210.650,T-215.650,24,2026-07-19T08:59:22-04:00,T-210.633,T-215.633,1,30.0,1.0,31.0,2026-07-19T08:59:22-04:00,T-210.633,T-215.633
VRB_ask_0055,VRB,ask,75,2026-07-19T08:59:30-04:00,T-210.500,T-215.500,73,2026-07-19T09:00:39-04:00,T-209.350,T-214.350,75,2026-07-19T09:01:18-04:00,T-208.700,T-213.700,2,69.0,39.0,108.0,2026-07-19T09:01:18-04:00,T-208.700,T-213.700
NIK_bid_0042,NIK,bid,25,2026-07-19T08:59:50-04:00,T-210.167,T-215.167,23,2026-07-19T09:01:18-04:00,T-208.700,T-213.700,24,2026-07-19T09:01:18-04:00,T-208.700,T-213.700,2,88.0,0.0,88.0,2026-07-19T09:03:15-04:00,T-206.750,T-211.750
VRB_ask_0056,VRB,ask,75,2026-07-19T09:01:18-04:00,T-208.700,T-213.700,73,2026-07-19T09:03:14-04:00,T-206.767,T-211.767,75,2026-07-19T09:11:56-04:00,T-198.067,T-203.067,2,116.0,522.0,638.0,2026-07-19T09:11:56-04:00,T-198.067,T-203.067
NIK_bid_0043,NIK,bid,25,2026-07-19T09:03:15-04:00,T-206.750,T-211.750,24,2026-07-19T09:04:00-04:00,T-206.000,T-211.000,26,2026-07-19T09:04:00-04:00,T-206.000,T-211.000,1,45.0,0.0,45.0,2026-07-19T09:04:00-04:00,T-206.000,T-211.000
NIK_bid_0044,NIK,bid,26,2026-07-19T09:04:00-04:00,T-206.000,T-211.000,24,2026-07-19T09:04:02-04:00,T-205.967,T-210.967,25,2026-07-19T09:04:02-04:00,T-205.967,T-210.967,2,2.0,0.0,2.0,2026-07-19T09:04:03-04:00,T-205.950,T-210.950
NIK_bid_0045,NIK,bid,25,2026-07-19T09:04:02-04:00,T-205.967,T-210.967,24,2026-07-19T09:04:03-04:00,T-205.950,T-210.950,26,2026-07-19T09:04:03-04:00,T-205.950,T-210.950,1,1.0,0.0,1.0,2026-07-19T09:04:03-04:00,T-205.950,T-210.950
NIK_bid_0046,NIK,bid,26,2026-07-19T09:04:03-04:00,T-205.950,T-210.950,23,2026-07-19T09:11:32-04:00,T-198.467,T-203.467,24,2026-07-19T09:11:55-04:00,T-198.083,T-203.083,3,449.0,23.0,472.0,2026-07-19T09:12:17-04:00,T-197.717,T-202.717
VRB_ask_0057,VRB,ask,75,2026-07-19T09:11:56-04:00,T-198.067,T-203.067,73,2026-07-19T09:12:15-04:00,T-197.750,T-202.750,75,2026-07-19T09:12:15-04:00,T-197.750,T-202.750,2,19.0,0.0,19.0,2026-07-19T09:12:15-04:00,T-197.750,T-202.750
VRB_ask_0058,VRB,ask,75,2026-07-19T09:12:15-04:00,T-197.750,T-202.750,74,2026-07-19T09:12:16-04:00,T-197.733,T-202.733,75,2026-07-19T09:27:24-04:00,T-182.600,T-187.600,1,1.0,908.0,909.0,2026-07-19T09:27:24-04:00,T-182.600,T-187.600
NIK_bid_0047,NIK,bid,27,2026-07-19T09:12:17-04:00,T-197.717,T-202.717,23,2026-07-19T09:25:30-04:00,T-184.500,T-189.500,25,2026-07-19T09:25:30-04:00,T-184.500,T-189.500,4,793.0,0.0,793.0,,,
VRB_bid_0020,VRB,bid,73,2026-07-19T09:12:28-04:00,T-197.533,T-202.533,72,2026-07-19T09:14:15-04:00,T-195.750,T-200.750,73,2026-07-19T09:15:46-04:00,T-194.233,T-199.233,1,107.0,91.0,198.0,2026-07-19T09:15:46-04:00,T-194.233,T-199.233
VRB_bid_0021,VRB,bid,73,2026-07-19T09:15:46-04:00,T-194.233,T-199.233,72,2026-07-19T09:18:11-04:00,T-191.817,T-196.817,73,2026-07-19T09:21:09-04:00,T-188.850,T-193.850,1,145.0,178.0,323.0,2026-07-19T09:21:09-04:00,T-188.850,T-193.850
VRB_bid_0022,VRB,bid,73,2026-07-19T09:21:09-04:00,T-188.850,T-193.850,72,2026-07-19T09:27:25-04:00,T-182.583,T-187.583,73,2026-07-19T09:27:45-04:00,T-182.250,T-187.250,1,376.0,20.0,396.0,2026-07-19T09:27:45-04:00,T-182.250,T-187.250
NIK_bid_0048,NIK,bid,25,2026-07-19T09:25:30-04:00,T-184.500,T-189.500,23,2026-07-19T09:25:30-04:00,T-184.500,T-189.500,24,2026-07-19T09:26:00-04:00,T-184.000,T-189.000,2,0.0,30.0,30.0,2026-07-19T09:27:06-04:00,T-182.900,T-187.900
NIK_ask_0004,NIK,ask,29,2026-07-19T09:26:59-04:00,T-183.017,T-188.017,27,2026-07-19T09:56:47-04:00,T-153.217,T-158.217,28,2026-07-19T10:10:24-04:00,T-139.600,T-144.600,2,1788.0,817.0,2605.0,2026-07-19T10:22:11-04:00,T-127.817,T-132.817
NIK_bid_0049,NIK,bid,25,2026-07-19T09:27:06-04:00,T-182.900,T-187.900,23,2026-07-19T09:27:06-04:00,T-182.900,T-187.900,26,2026-07-19T09:27:06-04:00,T-182.900,T-187.900,2,0.0,0.0,0.0,2026-07-19T09:27:06-04:00,T-182.900,T-187.900
NIK_bid_0050,NIK,bid,26,2026-07-19T09:27:06-04:00,T-182.900,T-187.900,23,2026-07-19T09:27:07-04:00,T-182.883,T-187.883,24,2026-07-19T09:27:07-04:00,T-182.883,T-187.883,3,1.0,0.0,1.0,2026-07-19T09:28:20-04:00,T-181.667,T-186.667
NIK_bid_0051,NIK,bid,25,2026-07-19T09:27:14-04:00,T-182.767,T-187.767,23,2026-07-19T09:27:20-04:00,T-182.667,T-187.667,24,2026-07-19T09:27:20-04:00,T-182.667,T-187.667,2,6.0,0.0,6.0,2026-07-19T09:27:48-04:00,T-182.200,T-187.200
NIK_bid_0052,NIK,bid,24,2026-07-19T09:27:20-04:00,T-182.667,T-187.667,23,2026-07-19T09:27:24-04:00,T-182.600,T-187.600,24,2026-07-19T09:27:24-04:00,T-182.600,T-187.600,1,4.0,0.0,4.0,2026-07-19T09:27:24-04:00,T-182.600,T-187.600
VRB_ask_0059,VRB,ask,75,2026-07-19T09:27:24-04:00,T-182.600,T-187.600,74,2026-07-19T09:28:07-04:00,T-181.883,T-186.883,75,2026-07-19T09:29:24-04:00,T-180.600,T-185.600,1,43.0,77.0,120.0,2026-07-19T09:29:24-04:00,T-180.600,T-185.600
VRB_bid_0023,VRB,bid,73,2026-07-19T09:27:45-04:00,T-182.250,T-187.250,72,2026-07-19T09:29:25-04:00,T-180.583,T-185.583,73,2026-07-19T09:29:47-04:00,T-180.217,T-185.217,1,100.0,22.0,122.0,2026-07-19T09:29:47-04:00,T-180.217,T-185.217
NIK_bid_0053,NIK,bid,25,2026-07-19T09:27:48-04:00,T-182.200,T-187.200,23,2026-07-19T09:28:07-04:00,T-181.883,T-186.883,24,2026-07-19T09:28:07-04:00,T-181.883,T-186.883,2,19.0,0.0,19.0,2026-07-19T09:28:20-04:00,T-181.667,T-186.667
NIK_bid_0054,NIK,bid,25,2026-07-19T09:28:20-04:00,T-181.667,T-186.667,23,2026-07-19T09:28:20-04:00,T-181.667,T-186.667,24,2026-07-19T09:28:20-04:00,T-181.667,T-186.667,2,0.0,0.0,0.0,2026-07-19T09:28:20-04:00,T-181.667,T-186.667
NIK_bid_0055,NIK,bid,26,2026-07-19T09:28:20-04:00,T-181.667,T-186.667,23,2026-07-19T09:28:22-04:00,T-181.633,T-186.633,24,2026-07-19T09:28:22-04:00,T-181.633,T-186.633,3,2.0,0.0,2.0,2026-07-19T09:28:45-04:00,T-181.250,T-186.250
NIK_bid_0056,NIK,bid,25,2026-07-19T09:28:26-04:00,T-181.567,T-186.567,23,2026-07-19T09:28:45-04:00,T-181.250,T-186.250,24,2026-07-19T09:28:45-04:00,T-181.250,T-186.250,2,19.0,0.0,19.0,2026-07-19T09:28:45-04:00,T-181.250,T-186.250
NIK_bid_0057,NIK,bid,26,2026-07-19T09:28:45-04:00,T-181.250,T-186.250,23,2026-07-19T09:28:45-04:00,T-181.250,T-186.250,24,2026-07-19T09:28:45-04:00,T-181.250,T-186.250,3,0.0,0.0,0.0,2026-07-19T09:28:59-04:00,T-181.017,T-186.017
NIK_bid_0058,NIK,bid,25,2026-07-19T09:28:46-04:00,T-181.233,T-186.233,23,2026-07-19T09:28:59-04:00,T-181.017,T-186.017,24,2026-07-19T09:28:59-04:00,T-181.017,T-186.017,2,13.0,0.0,13.0,2026-07-19T09:28:59-04:00,T-181.017,T-186.017
NIK_bid_0059,NIK,bid,26,2026-07-19T09:28:59-04:00,T-181.017,T-186.017,23,2026-07-19T09:29:00-04:00,T-181.000,T-186.000,24,2026-07-19T09:29:00-04:00,T-181.000,T-186.000,3,1.0,0.0,1.0,2026-07-19T10:54:44-04:00,T-95.267,T-100.267
NIK_bid_0060,NIK,bid,24,2026-07-19T09:29:00-04:00,T-181.000,T-186.000,23,2026-07-19T09:29:24-04:00,T-180.600,T-185.600,24,2026-07-19T09:29:24-04:00,T-180.600,T-185.600,1,24.0,0.0,24.0,2026-07-19T09:29:24-04:00,T-180.600,T-185.600
VRB_ask_0060,VRB,ask,75,2026-07-19T09:29:24-04:00,T-180.600,T-185.600,74,2026-07-19T09:30:17-04:00,T-179.717,T-184.717,75,2026-07-19T09:30:40-04:00,T-179.333,T-184.333,1,53.0,23.0,76.0,2026-07-19T09:30:40-04:00,T-179.333,T-184.333
VRB_bid_0024,VRB,bid,73,2026-07-19T09:29:47-04:00,T-180.217,T-185.217,72,2026-07-19T09:30:40-04:00,T-179.333,T-184.333,73,2026-07-19T09:30:49-04:00,T-179.183,T-184.183,1,53.0,9.0,62.0,2026-07-19T09:30:49-04:00,T-179.183,T-184.183
NIK_bid_0061,NIK,bid,25,2026-07-19T09:29:49-04:00,T-180.183,T-185.183,23,2026-07-19T09:30:16-04:00,T-179.733,T-184.733,24,2026-07-19T09:30:17-04:00,T-179.717,T-184.717,2,27.0,1.0,28.0,2026-07-19T09:30:22-04:00,T-179.633,T-184.633
NIK_bid_0062,NIK,bid,24,2026-07-19T09:30:17-04:00,T-179.717,T-184.717,19,2026-07-19T09:30:18-04:00,T-179.700,T-184.700,20,2026-07-19T09:30:18-04:00,T-179.700,T-184.700,5,1.0,0.0,1.0,2026-07-19T09:30:22-04:00,T-179.633,T-184.633
NIK_bid_0063,NIK,bid,25,2026-07-19T09:30:22-04:00,T-179.633,T-184.633,19,2026-07-19T09:30:22-04:00,T-179.633,T-184.633,20,2026-07-19T09:30:22-04:00,T-179.633,T-184.633,6,0.0,0.0,0.0,2026-07-19T09:30:25-04:00,T-179.583,T-184.583
NIK_bid_0064,NIK,bid,22,2026-07-19T09:30:25-04:00,T-179.583,T-184.583,19,2026-07-19T09:30:25-04:00,T-179.583,T-184.583,20,2026-07-19T09:30:25-04:00,T-179.583,T-184.583,3,0.0,0.0,0.0,2026-07-19T09:30:25-04:00,T-179.583,T-184.583
NIK_bid_0065,NIK,bid,24,2026-07-19T09:30:25-04:00,T-179.583,T-184.583,19,2026-07-19T09:30:25-04:00,T-179.583,T-184.583,25,2026-07-19T09:30:25-04:00,T-179.583,T-184.583,5,0.0,0.0,0.0,2026-07-19T09:30:25-04:00,T-179.583,T-184.583
NIK_bid_0066,NIK,bid,25,2026-07-19T09:30:25-04:00,T-179.583,T-184.583,19,2026-07-19T09:30:25-04:00,T-179.583,T-184.583,20,2026-07-19T09:30:27-04:00,T-179.550,T-184.550,6,0.0,2.0,2.0,2026-07-19T09:34:42-04:00,T-175.300,T-180.300
VRB_ask_0061,VRB,ask,75,2026-07-19T09:30:40-04:00,T-179.333,T-184.333,74,2026-07-19T09:31:08-04:00,T-178.867,T-183.867,75,2026-07-19T09:31:31-04:00,T-178.483,T-183.483,1,28.0,23.0,51.0,2026-07-19T09:31:31-04:00,T-178.483,T-183.483
VRB_bid_0025,VRB,bid,73,2026-07-19T09:30:49-04:00,T-179.183,T-184.183,72,2026-07-19T09:31:34-04:00,T-178.433,T-183.433,73,2026-07-19T09:32:39-04:00,T-177.350,T-182.350,1,45.0,65.0,110.0,2026-07-19T09:32:39-04:00,T-177.350,T-182.350
NIK_bid_0067,NIK,bid,22,2026-07-19T09:30:52-04:00,T-179.133,T-184.133,21,2026-07-19T09:31:08-04:00,T-178.867,T-183.867,22,2026-07-19T09:31:08-04:00,T-178.867,T-183.867,1,16.0,0.0,16.0,2026-07-19T09:31:08-04:00,T-178.867,T-183.867
NIK_bid_0068,NIK,bid,22,2026-07-19T09:31:08-04:00,T-178.867,T-183.867,19,2026-07-19T09:31:08-04:00,T-178.867,T-183.867,20,2026-07-19T09:31:08-04:00,T-178.867,T-183.867,3,0.0,0.0,0.0,2026-07-19T09:32:09-04:00,T-177.850,T-182.850
VRB_ask_0062,VRB,ask,75,2026-07-19T09:31:31-04:00,T-178.483,T-183.483,74,2026-07-19T09:32:10-04:00,T-177.833,T-182.833,75,2026-07-19T09:32:37-04:00,T-177.383,T-182.383,1,39.0,27.0,66.0,2026-07-19T09:32:37-04:00,T-177.383,T-182.383
NIK_bid_0069,NIK,bid,24,2026-07-19T09:32:09-04:00,T-177.850,T-182.850,19,2026-07-19T09:32:31-04:00,T-177.483,T-182.483,20,2026-07-19T09:32:31-04:00,T-177.483,T-182.483,5,22.0,0.0,22.0,2026-07-19T09:33:09-04:00,T-176.850,T-181.850
VRB_ask_0063,VRB,ask,75,2026-07-19T09:32:37-04:00,T-177.383,T-182.383,74,2026-07-19T09:33:07-04:00,T-176.883,T-181.883,75,2026-07-19T09:33:29-04:00,T-176.517,T-181.517,1,30.0,22.0,52.0,2026-07-19T09:33:29-04:00,T-176.517,T-181.517
VRB_bid_0026,VRB,bid,73,2026-07-19T09:32:39-04:00,T-177.350,T-182.350,72,2026-07-19T09:33:06-04:00,T-176.900,T-181.900,73,2026-07-19T09:33:07-04:00,T-176.883,T-181.883,1,27.0,1.0,28.0,2026-07-19T09:33:07-04:00,T-176.883,T-181.883
NIK_bid_0070,NIK,bid,22,2026-07-19T09:33:05-04:00,T-176.917,T-181.917,21,2026-07-19T09:33:07-04:00,T-176.883,T-181.883,22,2026-07-19T09:33:07-04:00,T-176.883,T-181.883,1,2.0,0.0,2.0,2026-07-19T09:33:07-04:00,T-176.883,T-181.883
NIK_bid_0071,NIK,bid,22,2026-07-19T09:33:07-04:00,T-176.883,T-181.883,19,2026-07-19T09:33:07-04:00,T-176.883,T-181.883,20,2026-07-19T09:33:07-04:00,T-176.883,T-181.883,3,0.0,0.0,0.0,2026-07-19T09:33:09-04:00,T-176.850,T-181.850
VRB_bid_0027,VRB,bid,73,2026-07-19T09:33:07-04:00,T-176.883,T-181.883,72,2026-07-19T09:33:32-04:00,T-176.467,T-181.467,73,2026-07-19T09:33:59-04:00,T-176.017,T-181.017,1,25.0,27.0,52.0,2026-07-19T09:33:59-04:00,T-176.017,T-181.017
NIK_bid_0072,NIK,bid,24,2026-07-19T09:33:09-04:00,T-176.850,T-181.850,19,2026-07-19T09:33:25-04:00,T-176.583,T-181.583,20,2026-07-19T09:33:25-04:00,T-176.583,T-181.583,5,16.0,0.0,16.0,2026-07-19T09:34:29-04:00,T-175.517,T-180.517
VRB_ask_0064,VRB,ask,75,2026-07-19T09:33:29-04:00,T-176.517,T-181.517,74,2026-07-19T09:34:30-04:00,T-175.500,T-180.500,75,2026-07-19T09:35:26-04:00,T-174.567,T-179.567,1,61.0,56.0,117.0,2026-07-19T09:35:26-04:00,T-174.567,T-179.567
VRB_bid_0028,VRB,bid,73,2026-07-19T09:33:59-04:00,T-176.017,T-181.017,72,2026-07-19T09:35:27-04:00,T-174.550,T-179.550,73,2026-07-19T09:36:32-04:00,T-173.467,T-178.467,1,88.0,65.0,153.0,2026-07-19T09:36:32-04:00,T-173.467,T-178.467
NIK_bid_0073,NIK,bid,24,2026-07-19T09:34:29-04:00,T-175.517,T-180.517,19,2026-07-19T09:34:42-04:00,T-175.300,T-180.300,20,2026-07-19T09:34:42-04:00,T-175.300,T-180.300,5,13.0,0.0,13.0,2026-07-19T09:34:42-04:00,T-175.300,T-180.300
NIK_bid_0074,NIK,bid,25,2026-07-19T09:34:42-04:00,T-175.300,T-180.300,19,2026-07-19T09:34:43-04:00,T-175.283,T-180.283,20,2026-07-19T09:34:43-04:00,T-175.283,T-180.283,6,1.0,0.0,1.0,2026-07-19T09:36:50-04:00,T-173.167,T-178.167
VRB_ask_0065,VRB,ask,75,2026-07-19T09:35:26-04:00,T-174.567,T-179.567,74,2026-07-19T09:36:15-04:00,T-173.750,T-178.750,75,2026-07-19T09:37:28-04:00,T-172.533,T-177.533,1,49.0,73.0,122.0,2026-07-19T09:37:28-04:00,T-172.533,T-177.533
NIK_bid_0075,NIK,bid,22,2026-07-19T09:35:57-04:00,T-174.050,T-179.050,19,2026-07-19T09:36:14-04:00,T-173.767,T-178.767,20,2026-07-19T09:36:14-04:00,T-173.767,T-178.767,3,17.0,0.0,17.0,2026-07-19T09:36:19-04:00,T-173.683,T-178.683
NIK_bid_0076,NIK,bid,24,2026-07-19T09:36:19-04:00,T-173.683,T-178.683,19,2026-07-19T09:36:49-04:00,T-173.183,T-178.183,20,2026-07-19T09:36:49-04:00,T-173.183,T-178.183,5,30.0,0.0,30.0,2026-07-19T09:36:50-04:00,T-173.167,T-178.167
VRB_bid_0029,VRB,bid,73,2026-07-19T09:36:32-04:00,T-173.467,T-178.467,72,2026-07-19T09:37:31-04:00,T-172.483,T-177.483,73,2026-07-19T09:37:56-04:00,T-172.067,T-177.067,1,59.0,25.0,84.0,2026-07-19T09:37:56-04:00,T-172.067,T-177.067
NIK_bid_0077,NIK,bid,25,2026-07-19T09:36:50-04:00,T-173.167,T-178.167,19,2026-07-19T09:36:50-04:00,T-173.167,T-178.167,20,2026-07-19T09:36:50-04:00,T-173.167,T-178.167,6,0.0,0.0,0.0,2026-07-19T09:39:38-04:00,T-170.367,T-175.367
NIK_bid_0078,NIK,bid,22,2026-07-19T09:37:03-04:00,T-172.950,T-177.950,19,2026-07-19T09:37:09-04:00,T-172.850,T-177.850,20,2026-07-19T09:37:09-04:00,T-172.850,T-177.850,3,6.0,0.0,6.0,2026-07-19T09:37:09-04:00,T-172.850,T-177.850
NIK_bid_0079,NIK,bid,23,2026-07-19T09:37:09-04:00,T-172.850,T-177.850,19,2026-07-19T09:37:09-04:00,T-172.850,T-177.850,20,2026-07-19T09:37:09-04:00,T-172.850,T-177.850,4,0.0,0.0,0.0,2026-07-19T09:38:22-04:00,T-171.633,T-176.633
VRB_ask_0066,VRB,ask,75,2026-07-19T09:37:28-04:00,T-172.533,T-177.533,74,2026-07-19T09:38:18-04:00,T-171.700,T-176.700,75,2026-07-19T09:38:30-04:00,T-171.500,T-176.500,1,50.0,12.0,62.0,2026-07-19T09:38:30-04:00,T-171.500,T-176.500
VRB_bid_0030,VRB,bid,73,2026-07-19T09:37:56-04:00,T-172.067,T-177.067,72,2026-07-19T09:38:30-04:00,T-171.500,T-176.500,73,2026-07-19T09:38:50-04:00,T-171.167,T-176.167,1,34.0,20.0,54.0,2026-07-19T09:38:50-04:00,T-171.167,T-176.167
