c,tbin,fill
32,180,0.679382397981482
32,190,0.6771357888452411
32,200,0.6600052158632733
32,210,0.6691401731982973
32,220,0.6628175614634345
32,230,0.6550233595002589
32,240,0.6203638568246009
33,20,0.1790732650547873
33,30,0.34578700308990834
33,40,0.42310988804378574
33,50,0.45725279378678874
33,60,0.49545578460054
33,70,0.515919354844247
33,80,0.546155457668662
33,90,0.5769451488959408
33,100,0.5907217046976612
33,110,0.5978091373145565
33,120,0.6080872964692415
33,130,0.5771737171239912
33,140,0.6030540017134505
33,150,0.6117459146898542
33,160,0.6200562372140597
33,170,0.6520227171001614
33,180,0.6369603457147165
33,190,0.6319673362622147
33,200,0.6135776468283796
33,210,0.6184648883600443
33,220,0.6150513999296066
33,230,0.618448049794976
33,240,0.5735480438103142
34,20,0.1815103114267923
34,30,0.34740565715112615
34,40,0.43471468560956883
34,50,0.4663828068793788
34,60,0.5074979337486877
34,70,0.5274910924822986
34,80,0.5584422591848214
34,90,0.5920734061089685
34,100,0.6083584000486881
34,110,0.6196309283886903
34,120,0.6135332673465547
34,130,0.5995599774759075
34,140,0.6191902145168519
34,150,0.6340729478986799
34,160,0.633326340272483
34,170,0.6571656967931278
34,180,0.6363613035438568
34,190,0.6347872560833006
34,200,0.6192010792625441
34,210,0.6232593286530786
34,220,0.6301182735111129
34,230,0.6467571507364361
34,240,0.6180033389086167
35,20,0.20323084934886798
35,30,0.3798251542994876
35,40,0.46471545935956815
35,50,0.49817375999958013
35,60,0.5352255978318815
35,70,0.5601465576147839
35,80,0.5929253912985142
35,90,0.6193991033658535
35,100,0.6358899820674249
35,110,0.6504102449139275
35,120,0.6359188981380131
35,130,0.6376028892198876
35,140,0.6559832457121229
35,150,0.6780379391456632
35,160,0.6775279175152602
35,170,0.6917543773856849
35,180,0.6735924685705191
35,190,0.6764580396439549
35,200,0.6631389321035561
35,210,0.6729403645198029
35,220,0.6827276539246551
35,230,0.6969970862013086
35,240,0.6809967336822319
36,20,0.20118987416389297
36,30,0.37969658780304294
36,40,0.4571453185810926
36,50,0.4921233097761594
36,60,0.5226345612662244
36,70,0.5474093107029905
36,80,0.5806242930387607
36,90,0.6010744964789676
36,100,0.6179085810644052
36,110,0.6352918644441808
36,120,0.6203870916882709
36,130,0.6369170954119869
36,140,0.6508900324619903
36,150,0.6703494569666683
36,160,0.6661791826992846
36,170,0.6775458705340234
36,180,0.664769648702299
36,190,0.6767937971432865
36,200,0.6722267797101804
36,210,0.6815333262134515
36,220,0.6914173302095944
36,230,0.7011417952789065
36,240,0.7021423967021535
37,20,0.22093428553037253
37,30,0.40111259583478165
37,40,0.47869992685006924
37,50,0.5056596703898847
37,60,0.5353959552953503
37,70,0.5584631472005147
37,80,0.591062453566984
37,90,0.6111754470054882
37,100,0.6258514636118448
37,110,0.6457653292626273
37,120,0.6286392015439537
37,130,0.6506655750386298
